,price (CLP),rooms,size (m2),address
1294,650000,2.0,60.0,"Avenida Bosques De Montemar, Concó..."
1295,620000,3.0,90.0,"Halimeda 375, Reñaca, Viña Del Mar"
1296,650000,1.0,60.0,"Av. Benidorm 585, Viña Del Mar, Ch..."
1298,600000,2.0,60.0,"Leonidas Valenzuela 1288, Cerro Pl..."
1299,550000,2.0,76.0,"Se Arrienda  2d 2b Reñaca Norte, R..."
1300,650000,2.0,60.0,"Avenida Bosques De Montemar, Concó..."
1301,620000,3.0,90.0,"Halimeda 375, Reñaca, Viña Del Mar"
1302,500000,3.0,70.0,"Lago Bertrand 120, Quilpué, Chile,..."
1303,605000,3.0,63.0,"Los Almendros De Reñaca, Reñaca, V..."
1304,415000,3.0,78.0,Antonio Aldunate Con Damiana Carre...
1305,670000,2.0,80.0,"José María Escrivá De Balaguer, Co..."
1306,680000,1.0,50.0,"Avenida Coraceros 50, Viña Del Mar..."
1307,800000,3.0,85.0,"Arenales 131, Concón, Chile, Costa..."
1311,350000,2.0,65.0,"Jorge Ross 753, Viña Del Mar, Chil..."
1312,650000,2.0,69.0,"Bosque De Montemar, Montemar, Conc..."
1313,580000,2.0,60.0,"Quillota 0300, Santa Inés, Viña De..."
1315,340000,1.0,48.0,"Irene Morales 512, Valparaíso, Chi..."
1316,400000,2.0,66.0,"Calle Cuarta, Esquina Condell Sur,..."
1317,430000,2.0,50.0,Arriendo Departamento Amoblado 2 D...
1318,400000,2.0,50.0,"Leonidas Valenzuela 1270, Departam..."
1319,420000,3.0,68.0,Avenida Lomas De La Luz 3600 - 390...
1320,440000,2.0,70.0,"Av. Valparaíso, Villa Alemana, Chi..."
1323,690000,2.0,60.0,"Costa De Montemar, Costas De Monte..."
1324,500000,2.0,78.0,"Antofagasta 185, 2.5404e+06 - 2.54..."
1325,550000,1.0,80.0,"Subida El Encanto 200, Reñaca, Viñ..."
1326,450000,2.0,60.0,"Francisco Sosa Cousiño 600 - 900, ..."
1328,900000,4.0,98.0,"Avenida San Martín 160, Viña Del M..."
1329,650000,3.0,65.0,"Álvarez 32, Viña Del Mar, Chile, A..."
1330,440000,3.0,70.0,Padre Hurtado-bosques De Agua Sant...
1332,650000,3.0,68.0,"Sendero Norte 55, Viña Del Mar, Ch..."
1333,580000,2.0,48.0,"Dunas De Montemar, Costas De Monte..."
1334,460000,1.0,1.0,"Viña Centro, Centro De Viña Del Ma..."
1335,270000,3.0,64.0,"Rodelillo, Valparaíso"
1336,270000,3.0,52.0,"Av. Nueva Hipodromo 1150, 2471470 ..."
1337,360000,3.0,65.0,"Chacabuco 960, Quillota, Chile, Ce..."
1338,540000,2.0,55.0,Viña Del Mar
1339,700000,3.0,70.0,"Viana & Villanelo, Viña Del Mar, C..."
1340,480000,3.0,59.0,"Cercano Agua Santa, Agua Santa, Vi..."
1341,550000,2.0,59.0,"Costas De Montemar, Concón, Costas..."
1343,400000,3.0,82.0,"Las 7 Hermanas 790, Viña Del Mar, ..."
1344,540000,2.0,55.0,Viña Del Mar
1345,700000,3.0,70.0,"Viana & Villanelo, Viña Del Mar, C..."
1346,480000,3.0,59.0,"Cercano Agua Santa, Agua Santa, Vi..."
1347,550000,2.0,59.0,"Costas De Montemar, Concón, Costas..."
1349,400000,3.0,82.0,"Las 7 Hermanas 790, Viña Del Mar, ..."
1350,580000,2.0,65.0,"Av. Manuel Antonio Matta 967, Valp..."
1354,600000,3.0,75.0,"Prolongación 5 Oriente, Viña Del M..."
1355,450000,3.0,70.0,"Río Aconcagua 140, Concón, Chile, ..."
1357,750000,2.0,94.0,"Montemar, Concón"
1358,685000,2.0,55.0,"Av. 7 Norte, Libertad, Viña Del Mar"
1359,600000,2.0,54.0,"Las Encinas, Concón, Chile, Los Ro..."
1360,710000,3.0,98.0,"Agua Santa 1 - 300, Viña Del Mar, ..."
1362,700000,2.0,55.0,"Entre 12 Y 13 Norte, Libertad, Viñ..."
1363,450000,3.0,68.0,"Lago Peñuela, Santa Julia, Viña De..."
1364,730000,2.0,70.0,"Diego Portales 300 - 600, Valparaí..."
1366,430000,1.0,36.0,"Reñaca, Viña Del Mar"
1367,380000,2.0,50.0,"Condominio Barrio Norte, Progreso ..."
1370,280000,3.0,60.0,"Cumming, Quilpué, Chile, President..."
1371,580000,2.0,58.0,"Las Pimpinelas 765, Concón, Chile,..."
1372,600000,3.0,75.0,"Calle Del Agua 1155, Viña Del Mar,..."
1374,300000,1.0,30.0,"Montoya 15, El Quisco, Chile, El Q..."
1377,650000,2.0,51.0,"Av Edmundo Eluchans 2400 - 2700, R..."
1378,260000,1.0,18.0,"Bremen 290, Viña Del Mar, Cerro Pl..."
1379,800000,3.0,90.0,"A Costa Brava, Concón, Chile, Cost..."
1383,495000,2.0,68.0,Arriendo Departamento Amplio En Vi...
1385,1400000,3.0,74.0,"Avenida Borgoño 19040, Concón, Chi..."
1386,460000,3.0,65.0,"Condell Sur, Quilpué, Chile, El Re..."
1388,600000,2.0,50.0,"Avenida Valparaíso 1327, Viña Del ..."
1389,300000,3.0,50.0,"Las Maravillas 201, Viña Del Mar, ..."
1390,6000,2.0,54.0,"Av. Costa De Montemar, Concón, Chi..."
1391,400000,2.0,60.0,"Padre Rene Pienovi 965, Viña Del M..."
1392,460000,3.0,65.0,"Condell Sur, Quilpué, Chile, El Re..."
1394,600000,2.0,50.0,"Avenida Valparaíso 1327, Viña Del ..."
1395,300000,3.0,50.0,"Las Maravillas 201, Viña Del Mar, ..."
1396,6000,2.0,54.0,"Av. Costa De Montemar, Concón, Chi..."
1397,400000,2.0,60.0,"Padre Rene Pienovi 965, Viña Del M..."
1398,550000,2.0,55.0,"Álvarez 1800 - 2100, Viña Del Mar,..."
1400,590000,2.0,60.0,"Central 58, 2540185 Viña Del Mar, ..."
1401,700000,3.0,76.0,"Avenida San Martín 972, Viña Del M..."
1402,450000,2.0,69.0,"Eduardo Titus 300 - 600, Viña Del ..."
1403,650000,2.0,90.0,"Pje. Siempreviva 1 - 300a, Concón,..."
1404,415000,2.0,56.0,"Troncal 5700 - 6000, Viña Del Mar,..."
1407,400000,3.0,80.0,"Castilla 124, Viña Del Mar, Chile,..."
1410,700000,2.0,65.0,"Cochoa, Reñaca, Viña Del Mar"
1411,790000,3.0,80.0,"Costa De Montemar Sn, Costas De Mo..."
1412,400000,1.0,35.0,"Álvarez 900 - 1200, Viña Del Mar, ..."
1413,370000,3.0,72.0,"Avenida Los Carrera & Lautaro, Qui..."
1415,600000,3.0,75.0,"Agua Santa 1400, 2581777 Valparaís..."
1417,450000,2.0,55.0,"Frente Santa Isabel Concon, Concón"
1418,550000,2.0,68.0,"Arenales 1 - 300, Concón, Chile, C..."
1419,800000,3.0,95.0,"Costas De Montemar, Concón"
1420,490000,1.0,45.0,"Mirador Norte 600 - 900, Concón, C..."
1421,500000,3.0,75.0,"Canal Beagle, Viña Del Mar"
1422,370000,3.0,58.0,"Las Acacias, Peñablanca, Peñablanc..."
1423,350000,3.0,54.0,Condominio Lomas De Rukán - Avenid...
1424,360000,2.0,60.0,"Placeres, Valparaíso, Chile, Cerro..."
1426,600000,2.0,72.0,"Litorina 210, Reñaca, Viña Del Mar"
1427,630000,2.0,56.0,"Arenales 196, Concón, Chile, Costa..."
1428,580000,2.0,64.0,"Av Reñaca, Concón, Valparaíso, Chi..."
1429,370000,3.0,60.0,"Irma Johnson Molina 1 - 300, Quilp..."
1430,800000,3.0,80.0,"Los Lilenes, Concón, Chile, Higuer..."
1431,360000,2.0,45.0,Avda Cardenal Samore/curauma/valpa...
1432,250000,2.0,42.0,"Lago Las Torres 1 - 300, Quilpué, ..."
1433,790000,3.0,82.0,"Escriva De Balaguer, Montemar, Con..."
1435,650000,2.0,70.0,"Rtda Avda Los Sargazos, Viña Del M..."
1436,450000,3.0,79.0,"Avenida Cardenal Samoré 1246, Plac..."
1437,400000,2.0,42.0,"Frankfurt 1134, Valparaíso, Chile,..."
1438,500000,2.0,60.0,"Atlántico 3900 - 4200, Valparaíso,..."
1441,650000,2.0,70.0,"Rtda Avda Los Sargazos, Viña Del M..."
1442,450000,3.0,79.0,"Avenida Cardenal Samoré 1246, Plac..."
1443,400000,2.0,42.0,"Frankfurt 1134, Valparaíso, Chile,..."
1444,500000,2.0,60.0,"Atlántico 3900 - 4200, Valparaíso,..."
1446,340000,2.0,41.0,"Pasaje Porvenir 1211, Marga Marga,..."
1448,570000,2.0,57.0,Arriendo Departamento A Pasos Metr...
1449,1200000,3.0,90.0,"Avenida Blanca Estela 900 - 1200, ..."
1450,420000,1.0,38.0,"Los Romeros - Los Manantiales, Con..."
1451,870000,3.0,80.0,"Av Edmundo Eluchans 2700 - 3000, V..."
1453,420000,2.0,60.0,"Eleuterio Ramírez 1199, Quilpué, C..."
1455,350000,2.0,70.0,"Calle Heraldo Orrego 3201, Quilpué..."
1457,1200000,3.0,92.0,"Av. Borgoño 19200, Concón, Chile, ..."
1459,420000,2.0,50.0,"Portal Santo Domingo, San Antonio"
1460,700000,3.0,90.0,"Avenida Parque Norte 400, Algarrob..."
1462,430000,1.0,37.0,"Isla Picton Parque Mirador 3, Cana..."
1463,400000,2.0,42.0,"Cerro Placeres, Cerro Placeres, Va..."
1464,430000,3.0,64.0,"Frente Colegio Villa Monte, Agua S..."
1465,550000,2.0,55.0,"Viana 1635, Viña Del Mar, Chile, V..."
1467,400000,1.0,30.0,"Reñaca Norte, Concón, Chile, Reñac..."
1468,590000,1.0,56.0,"Reñaca Norte, Concón, Chile, Reñac..."
1469,370000,1.0,40.0,(kuc11534) Mirador Placeres Amobla...
1470,460000,3.0,60.0,"Pje. Uno 15, Viña Del Mar, Valpara..."
1471,4550,3.0,90.0,"Los Sargazos 1515, Viña Del Mar, C..."
1472,580000,3.0,77.0,"Montemar, Concón"
1473,600000,3.0,75.0,"Reñaca, Viña Del Mar"
1474,468000,3.0,60.0,"Mirasol, Mirasol, Algarrobo"
1475,700000,2.0,68.0,Avenida Borgoño Viña Del Mar 25400...
1476,230000,2.0,45.0,"Cumming 1770, 2430000 Quilpué, Val..."
1477,370000,3.0,59.0,"Borinquén, Viña Del Mar"
1478,280000,2.0,65.0,"Calle Las Lomas, Quilpué, Chile, Q..."
1479,550000,2.0,65.0,"P. Mackenna, 0, Forestal, Viña Del..."
1480,720000,3.0,95.0,"Bosques De Montemar, Reñaca, Viña ..."
1481,500000,2.0,70.0,"Cuarta  Sn, Frodden, Quilpué"
1482,850000,3.0,84.0,"Avenida Edmundo Eluchans 2805, Viñ..."
1483,1200000,3.0,95.0,"Avenida Edmundo Eluchans 2255, Viñ..."
1486,1000000,2.0,76.0,"Entrelomas 1 - 300, Concón, Chile,..."
1487,500000,1.0,35.0,"Calle Arenales, Concon., Costas De..."
1488,850000,3.0,84.0,"Avenida Edmundo Eluchans 2805, Viñ..."
1489,1200000,3.0,95.0,"Avenida Edmundo Eluchans 2255, Viñ..."
1492,1000000,2.0,76.0,"Entrelomas 1 - 300, Concón, Chile,..."
1493,500000,1.0,35.0,"Calle Arenales, Concon., Costas De..."
1494,640000,2.0,60.0,"Entrelomas 600, Concón, Chile, Cos..."
1496,800000,2.0,80.0,"Arenales 535, Concón, Chile, Costa..."
1497,580000,2.0,64.0,"Vía Halímeda 1500 - 1800, Viña Del..."
1498,640000,2.0,61.0,"Liquidambar 491, Concón, Chile, Mo..."
1499,420000,1.0,35.0,"Amoblado | Comodidad | Recreo, Rec..."
1500,530000,2.0,65.0,"Las Pimpinelas 600 - 900, Concón, ..."
1501,620000,3.0,78.0,"Avenida Jardines De Reñaca, Viña D..."
1503,295000,3.0,56.0,"Mirador De Reñaca, Reñaca Alto, Vi..."
1507,1000000,2.0,84.0,"Avenida Edmundo Eluchans, Viña Del..."
1508,370000,1.0,35.0,"Se Arrienda Departamento Amoblado,..."
1509,495000,3.0,75.0,"Camino Del Sol, Quilpué, Marga Mar..."
1510,870000,3.0,80.0,"Av. Costa De Montemar 1 - 300, Val..."
1511,345000,3.0,50.0,"Concon, Montemar, Concón"
1512,390000,1.0,40.0,"Atlántico 4004, Viña Del Mar, Chil..."
1513,540000,2.0,67.0,Centrico | Comodidad | Viña Del Ma...
1514,650000,3.0,62.0,"Ibsen 235, Valparaíso, Chile, Valp..."
1515,700000,3.0,1.0,"Calle Viana, Centro De Viña Del Ma..."
1516,750000,3.0,77.0,"Puyai, Punta Puyai, Papudo"
1518,650000,2.0,45.0,Arriendo Dpto Hermosa Vista Al Mar...
1519,850000,3.0,79.0,"Reñaca, Viña Del Mar"
1520,670000,2.0,68.0,"Costas De Montemar, Concón"
1521,370000,2.0,43.0,"Frankfurt, Valparaíso, Chile, Valp..."
1522,530000,2.0,40.0,"Plaza Santa Inés, Santa Inés, Viña..."
1526,600000,2.0,54.0,"Av. Costa De Montemar 112, 2520000..."
1527,425000,2.0,54.0,"Diego Portales 18, Quillota, Chile..."
1528,800000,3.0,75.0,"Costa De Montenar, Costas De Monte..."
1529,580000,2.0,64.0,"Sendero Norte 115, Viña Del Mar, C..."
1531,750000,3.0,85.0,"Avenida Jardines De Reñaca 50, Viñ..."
1532,360000,2.0,44.0,"Castilla-gómez Carreño, Viña Del M..."
1533,430000,1.0,36.0,"Las Pimpinelas 1164, Concón, Chile..."
1535,675000,3.0,76.0,"Avenida Manantiales 1325, Concón, ..."
1537,750000,3.0,85.0,"Avenida Jardines De Reñaca 50, Viñ..."
1538,360000,2.0,44.0,"Castilla-gómez Carreño, Viña Del M..."
1539,430000,1.0,36.0,"Las Pimpinelas 1164, Concón, Chile..."
1541,675000,3.0,76.0,"Avenida Manantiales 1325, Concón, ..."
1542,290000,3.0,50.0,"Pasaje Quillagua & Parinacota, Qui..."
1543,550000,1.0,33.0,"Reñaca Norte 1 - 300, Concón, Viña..."
1545,550000,2.0,60.0,"Avenida Borgoño 20500, Concón, Chi..."
1546,550000,3.0,75.0,"Liagora 420, Viña Del Mar, Chile, ..."
1547,350000,1.0,45.0,"Leonidas Valenzuela, Valparaíso, C..."
1548,450000,3.0,74.0,Avenida Santa Teresa De Los Andes ...
1549,650000,2.0,80.0,"Arenales 535, Concón, Chile, Costa..."
1550,850000,2.0,85.0,"Avenida Cornisa 500, Concón, Chile..."
1552,420000,1.0,42.0,"Costa Montemar, Costas De Montemar..."
1553,610000,3.0,70.0,"Santa Inés, Viña Del Mar"
1554,330000,2.0,40.0,"Lago Las Torres 60, Quilpué, Chile..."
1555,570000,2.0,60.0,"Departamento 804, Costas De Montem..."
1556,690000,2.0,70.0,"Pedro Mackena 700 Viña Del Mar, Fo..."
1557,660000,2.0,47.0,"Reñaca, Viña Del Mar"
1558,650000,3.0,70.0,"Pte Casino/von Schroeder, Centro D..."
1559,480000,2.0,70.0,"Gregorio Marañon 275, Viña Del Mar..."
1560,900000,3.0,75.0,"Av Reñaca, Concón, Valparaíso, Chi..."
1561,400000,3.0,48.0,"Los Aromos 1345, Villa Alemana, Ch..."
1562,650000,2.0,74.0,"Las Pimpinelas 600 - 900, Concón, ..."
1563,335000,3.0,47.0,"Lago Las Torres, Quilpué., Los Pin..."
1564,500000,1.0,55.0,"Diego Portales 449, Valparaíso, Ch..."
1565,300000,1.0,48.0,"Hanga Roa 1 - 300, Valparaíso, Chi..."
1567,600000,2.0,65.0,"Calle Del Sol 85, Concón, Chile, C..."
1568,300000,2.0,50.0,"Mirador De Reñaca-viña Del Mar, Re..."
1569,350000,3.0,45.0,"Los Andes, Chile, Centro De Los An..."
1570,800000,3.0,1.0,"Reñaca, Viña Del Mar"
1571,420000,2.0,60.0,"Avenida Playa Ancha 925, Valparaís..."
1572,450000,3.0,62.0,"Lomas Del Bosque 185, Valparaíso, ..."
1574,950000,3.0,95.0,"Entrelomas 50, Concón, Chile, Cost..."
1575,400000,2.0,50.0,"Los Ingleses, Valparaíso"
1576,600000,4.0,77.0,"Cerro Barón, Cerro Larraín - Polan..."
1578,600000,2.0,50.0,"Av Edmundo Eluchans 1800 - 2100, V..."
1579,500000,3.0,60.0,"Avenida Lomas De La Luz, Condomini..."
1581,600000,2.0,55.0,"Viña Centro, Centro De Viña Del Ma..."
1583,800000,3.0,75.0,"Edmundo Eluchans, Reñaca, Viña Del..."
1584,600000,2.0,50.0,"Av Edmundo Eluchans 1800 - 2100, V..."
1585,500000,3.0,60.0,"Avenida Lomas De La Luz, Condomini..."
1587,600000,2.0,55.0,"Viña Centro, Centro De Viña Del Ma..."
1589,800000,3.0,75.0,"Edmundo Eluchans, Reñaca, Viña Del..."
1590,390000,2.0,43.0,"Se Arrienda Departamento Amoblado,..."
1591,630000,2.0,53.0,"Av Reñaca, Concón, Valparaíso, Chi..."
1592,390000,1.0,45.0,"San Guillermo  941, Cerro Placeres..."
1594,435000,2.0,56.0,"Hermanos Clark 300 - 600, Los Ande..."
1596,750000,3.0,85.0,"Los Pellines 900 - 1200, Concón, C..."
1597,450000,1.0,38.0,Departamento Amoblado/reñaca/gto C...
1598,350000,3.0,61.0,"Navio San Martín , Valparaíso (cvd..."
1599,700000,2.0,60.0,"Avenida Cornisa 900, Concón, Chile..."
1600,500000,2.0,57.0,"Eleuterio Ramírez 1147, Quilpué, C..."
1601,400000,3.0,61.0,"Lomas De Limache, Limache, Limache..."
1602,650000,3.0,65.0,"A Pasos Del Metro, Centro De Viña ..."
1603,390000,3.0,58.0,"Parque Los Ingleses Valparaiso, Va..."
1604,600000,2.0,60.0,Arriendo Depto. 2 Dorm - 2 Baños -...
1605,560000,1.0,45.0,"Las Golondrinas 1500 - 1800, Viña ..."
1606,330000,3.0,60.0,"Centro De Quillota, Quillota"
1607,580000,2.0,62.0,"Costas De Montemar, Concón"
1608,380000,3.0,56.0,"San Felipe, Chile, Centro De San F..."
1609,750000,4.0,90.0,Concón
1610,450000,2.0,69.0,"Eduardo Titus 300 - 600, Viña Del ..."
1613,850000,3.0,88.0,"Costa De Montemar, Costas De Monte..."
1614,380000,2.0,40.0,Camino Los Ingleses Cerro Delicias...
1615,650000,2.0,52.0,"Av San Fernando, Montemar, Concón"
1616,600000,2.0,55.0,"Subida El Encanto, Viña Del Mar, C..."
1617,680000,2.0,65.0,"Calle Del Sol 1 - 300, Concón, Chi..."
1618,700000,2.0,77.0,"General Bulnes, Viña Del Mar, Chil..."
1619,620000,2.0,50.0,Avenida Edmundo Eluchans 1800 - 21...
1622,900000,3.0,90.0,"Vergara 100, Concón, Chile, Los Ro..."
1623,620000,2.0,49.0,"Diecinueve De Junio 1571, Viña Del..."
1624,460000,3.0,60.0,"Eduardo Titus 300 - 600, Viña Del ..."
1625,390000,3.0,63.0,"Av. Los Carrera 01718, 2420731 Qui..."
1626,430000,2.0,56.0,"Jardines De Paso Hondo 2330, Quilp..."
1629,360000,1.0,32.0,"Morris 776, Valparaíso, Chile, Cer..."
1630,600000,3.0,84.0,"El Retiro - Zoológico, Quilpué"
1631,640000,2.0,56.0,Excelente  Linda Vista  - Costa De...
1632,430000,2.0,56.0,"Jardines De Paso Hondo 2330, Quilp..."
1635,360000,1.0,32.0,"Morris 776, Valparaíso, Chile, Cer..."
1636,600000,3.0,84.0,"El Retiro - Zoológico, Quilpué"
1637,640000,2.0,56.0,Excelente  Linda Vista  - Costa De...
1638,390000,1.0,40.0,"Mariana De Osorio 2250, 2330540 Ma..."
1639,800000,2.0,90.0,"Av. Costa De Montemar 300 - 600, C..."
1640,750000,2.0,63.0,"Arenales, Concón, Chile, Costas De..."
1641,520000,3.0,72.0,"Plaza Conquista, Cerro Placeres, V..."
1642,430000,3.0,73.0,"Curauma, Curauma, Valparaíso"
1644,1200000,3.0,75.0,"Av. Borgoño 19040, Concón, Valpara..."
1645,350000,2.0,47.0,"Navío San Martín, Condominio Vista..."
1646,600000,2.0,74.0,"Costa De Montemar, Costas De Monte..."
1647,550000,2.0,61.0,Arriendo Año Corrido Depto 2d-2b C...
1648,600000,3.0,85.0,"Agua Santa, Viña Del Mar, Agua San..."
1649,650000,3.0,80.0,Arriendo Departamento Amoblado En ...
1650,600000,1.0,80.0,Loft 1d2b  2 Pisos Reñaca Norte / ...
1651,600000,2.0,45.0,"Costas De Montemar, Concón"
1654,500000,3.0,85.0,Amplio Depto A Pasos Pucv Casa Cen...
1655,280000,1.0,18.0,"Arriendo Dpto Estudio !! $280.000,..."
1656,330000,3.0,60.0,"Reñaca Alto, Viña Del Mar"
1657,565000,2.0,52.0,"Costa De Montemar, Costas De Monte..."
1658,1200000,2.0,89.0,"5 - 1/2 Poniente 151, Valparaíso, ..."
1659,745000,2.0,92.0,"Avenida Edmundo Eluchans 2105, Viñ..."
1661,600000,1.0,50.0,"Avenida Costa De Montemar, Concón,..."
1662,850000,3.0,69.0,"Entrelomas 110, Concón, Chile, Cos..."
1663,550000,1.0,34.0,"Reñaca Norte, Reñaca, Viña Del Mar"
1664,300000,1.0,24.0,"Las Brisas Algarrobinas, Centro De..."
1665,590000,2.0,72.0,"Las Pimpinelas 765, Concón, Chile,..."
1667,660000,2.0,63.0,"Costa De Montemar, Costas De Monte..."
1668,870000,2.0,58.0,"Costas De Montemar, Concón"
1670,390000,2.0,40.0,"Chirimoyo, Valparaíso, Chile, Cerr..."
1671,400000,2.0,66.0,"Cuarta 600 - 900, Quilpué, Chile, ..."
1672,650000,4.0,95.0,"Mantagua, Concón, Chile, Higuerill..."
1674,530000,3.0,75.0,"Los Pinos 937, Valparaíso, Chile, ..."
1675,220000,3.0,15.0,"Av. Del Mar 4200 - 4500, Puchuncav..."
1676,650000,2.0,58.0,"Arlegui, Centro De Viña Del Mar, V..."
1678,630000,2.0,53.0,"Las Cinerarias 300 - 600, Viña Del..."
1680,530000,3.0,75.0,"Los Pinos 937, Valparaíso, Chile, ..."
1681,220000,3.0,15.0,"Av. Del Mar 4200 - 4500, Puchuncav..."
1682,650000,2.0,58.0,"Arlegui, Centro De Viña Del Mar, V..."
1684,630000,2.0,53.0,"Las Cinerarias 300 - 600, Viña Del..."
1686,520000,2.0,45.0,"Costas De Montemar, Costas De Mont..."
1687,360000,2.0,60.0,"Almirante Riveros 218, Valparaíso,..."
1688,850000,2.0,82.0,Exclusivo Dúplex  2d + 2b + 2e + 2...
1690,430000,1.0,40.0,"Costa De Montemar 394, Costas De M..."
1691,660000,3.0,65.0,"Cerro Placeres, Valparaíso"
1692,490000,1.0,47.0,"Avenida Costa De Montemar 1 - 300,..."
1693,530000,3.0,70.0,"Cerró Las Delicias, Valparaíso"
1694,650000,2.0,91.0,"Las Pelargonias, Concón, Chile, Mo..."
1695,500000,1.0,45.0,"Calle Central, Concón, Chile, Conc..."
1696,350000,2.0,50.0,"Carlos Condell 478, Villa Alemana,..."
1698,900000,3.0,75.0,"Reñaca Norte 1 - 300, Concón, Viña..."
1700,1200000,3.0,90.0,"14 Norte Sn, Libertad, Viña Del Mar"
1701,300000,2.0,55.0,"Estero Maitenlague 931, Reñaca Alt..."
1702,460000,1.0,47.0,"Con Con, Valparaíso, Chile, Valpar..."
1703,650000,3.0,70.0,"Av. La Marina, Centro De Viña Del ..."
1704,640000,2.0,61.0,"Los Liquidambar 400, Concón, Chile..."
1705,720000,2.0,94.0,Avenida Edmundo Eluchans 1800 - 21...
1706,270000,1.0,32.0,"Avenida Valparaíso 3000, Villa Ale..."
1707,360000,2.0,63.0,"Epsilon 1500 - 1800, Quilpué, Chil..."
1708,500000,2.0,56.0,"Camino Troncal 2300, Villa Alemana..."
1709,500000,2.0,70.0,"Entrelomas 300 - 600, Concón, Chil..."
1710,710000,3.0,90.0,"Diego Portales, Agua Santa, Viña D..."
1711,500000,3.0,4.0,"Marga Marga, Los Pinos, Quilpué"
1712,390000,3.0,65.0,"Williamson 300 - 600, Villa Aleman..."
1713,720000,3.0,75.0,"Von Schroeders Pasado Alvares, Agu..."
1714,370000,3.0,55.0,"Navío San Martín 300 - 600, Valpar..."
1715,500000,3.0,65.0,"Canal Beagle, Viña Del Mar"
1716,580000,1.0,50.0,"Reñaca, Viña Del Mar"
1717,195000,3.0,98.0,"Hotel Marbella Resort, Centro De P..."
1719,690000,2.0,54.0,"Avenida Concón Reñaca 4357, Concón..."
1721,780000,2.0,90.0,"Av Edmundo Eluchans, Viña Del Mar,..."
1722,600000,2.0,56.0,"Av. Cornisa 600 - 900, Concón, Chi..."
1723,670000,2.0,49.0,"Entrelomas, Concón, Chile, Costas ..."
1724,285000,2.0,52.0,"Calle Mozart 2400 - 2700, Villa Al..."
1725,498700,2.0,60.0,"Arriendo Bonito Depto En Horcón, P..."
1726,420000,3.0,1.0,"A-407 - Lago Bertrand, Quilpue, Lo..."
1727,600000,2.0,60.0,"Arenales 196, Costas De Montemar, ..."
1728,600000,2.0,56.0,"Av. Cornisa 600 - 900, Concón, Chi..."
1729,670000,2.0,49.0,"Entrelomas, Concón, Chile, Costas ..."
1730,285000,2.0,52.0,"Calle Mozart 2400 - 2700, Villa Al..."
1731,498700,2.0,60.0,"Arriendo Bonito Depto En Horcón, P..."
1732,420000,3.0,1.0,"A-407 - Lago Bertrand, Quilpue, Lo..."
1733,600000,2.0,60.0,"Arenales 196, Costas De Montemar, ..."
1734,550000,2.0,50.0,"Av. Rio Aconcagua 1 - 300, Concón,..."
1735,410000,1.0,28.0,"Montemar, Concón"
1738,360000,1.0,45.0,"Doce De Febrero, Viña Del Mar, Chi..."
1739,640000,2.0,72.0,"Avenida Costa De Montemar, Costas ..."
1740,630000,2.0,60.0,"Arenales 196, Concón, Valparaíso, ..."
1741,360000,2.0,43.0,"Lago Las Torres 228, Quilpué, Chil..."
1743,450000,3.0,80.0,Canal Kirke Cercano Universidad Sa...
1744,580000,2.0,64.0,"Av Reñaca, Concón, Valparaíso, Chi..."
1745,480000,3.0,72.0,"Isla Picton 1 - 300, Viña Del Mar,..."
1746,650000,2.0,67.0,"Costas De Montemar, Concón"
1747,750000,3.0,85.0,"Avenida Francisco Soza Cousiño, Co..."
1748,320000,2.0,51.0,"Pasaje Porvenir 1255, Villa Aleman..."
1749,500000,2.0,69.0,Santa Inés Cercano A Avda Alessand...
1750,550000,3.0,90.0,Departamento 3 Dormitorios Amoblad...
1751,630000,2.0,68.0,"Arenales 156, Concón, Chile, Costa..."
1752,600000,2.0,55.0,"Edmundo Eluchans, Reñaca, Viña Del..."
1753,500000,2.0,55.0,"Gomez Carreño, Gómez Carreño, Viña..."
1755,550000,3.0,75.0,"Parque Mantagua, Quintero, Chile, ..."
1757,580000,2.0,30.0,"Reñaca Norte, Concón, Chile, Reñac..."
1758,650000,2.0,51.0,"Las Cinerarias 300 - 600, Viña Del..."
1759,570000,2.0,72.0,"Vicuña Mackenna 300 - 600, Viña De..."
1760,550000,3.0,85.0,"Padre René Pienoví, Recreo, Viña D..."
1762,680000,2.0,80.0,"Edmundo Eluchans  1500, Reñaca, Vi..."
1763,350000,2.0,50.0,"Limache Viejo, Limache"
1765,480000,1.0,36.0,"2 Poniente 1 - 300, Viña Del Mar, ..."
1766,390000,2.0,65.0,"Los Pinos 900 - 1200, Valparaíso, ..."
1768,450000,2.0,50.0,"Pelle 80, Valparaíso, Chile, Cerro..."
1769,490000,1.0,42.0,"Costa Montemar, Costas De Montemar..."
1770,500000,2.0,70.0,"Jardín Del Mar, Viña Del Mar"
1771,630000,2.0,75.0,Avenida Edmundo Eluchans 1800 - 21...
1772,680000,2.0,65.0,"Calle Del Sol 1 - 300, Concón, Chi..."
1774,480000,2.0,48.0,Arriendo Dpto Cerro Placeres Cerca...
1775,400000,1.0,32.0,Viña Del Mar
1776,500000,2.0,70.0,"Jardín Del Mar, Viña Del Mar"
1777,630000,2.0,75.0,Avenida Edmundo Eluchans 1800 - 21...
1778,680000,2.0,65.0,"Calle Del Sol 1 - 300, Concón, Chi..."
1780,480000,2.0,48.0,Arriendo Dpto Cerro Placeres Cerca...
1781,400000,1.0,32.0,Viña Del Mar
