,price (CLP),rooms,size (m2),address
1782,520000,2.0,55.0,"Altamirano 2769, Valparaíso, Chile..."
1784,400000,2.0,53.0,"Diego Portales, Quillota, Chile, L..."
1785,450000,3.0,74.0,Avenida Santa Teresa De Los Andes ...
1787,400000,3.0,65.0,"Chacabuco 960, Centro De Quillota,..."
1788,450000,1.0,40.0,"Costas De Montemar, Concón"
1789,700000,2.0,68.0,"Avenida Cornisa 608, Concón, Chile..."
1790,500000,2.0,67.0,"Los Andes, Chile, Centro De Los An..."
1791,570000,2.0,58.0,"Edificio Medano - Los Prunos 400, ..."
1792,370000,3.0,77.0,"Las Palmas, Villa Alemana"
1793,758000,2.0,71.0,"Uno Poniente 1199, Viña Del Mar, C..."
1794,370000,2.0,50.0,"Lago Las Torres 29, Quilpué, Chile..."
1795,390000,2.0,48.0,"Camino Troncal 2300, Villa Alemana..."
1796,700000,2.0,77.0,"Edmundo Eluchans 1800 - 2100, Viña..."
1799,400000,1.0,36.0,"C. Isla De Pascua 317, 2340000 Val..."
1801,580000,3.0,80.0,"Edwin Guajardo Sn, Centro De Quilp..."
1802,400000,2.0,56.0,"Navío San Martín 345, Valparaíso, ..."
1803,650000,2.0,65.0,"Escrivá De Balaguer, Montemar, Con..."
1805,400000,2.0,61.0,"Penablanca, Villa Alemana, Chile, ..."
1807,380000,2.0,58.0,"Navío San Martín, Valparaíso, Chil..."
1808,670000,2.0,68.0,"Costas De Montemar, Concón"
1809,390000,2.0,50.0,"Camino Troncal 2300, Villa Alemana..."
1810,900000,3.0,94.0,"Los Prunos, Concón, Chile, Montema..."
1811,435000,2.0,1.0,"Cerro Placeres, Cerro Placeres, Va..."
1812,350000,3.0,50.0,Arriendo Departamento 3 Dormitorio...
1813,600000,2.0,65.0,"La Luna, Costas De Montemar, Concón"
1814,360000,2.0,42.0,"Ibsen 1 - 300, Valparaíso, Chile, ..."
1816,400000,2.0,45.0,"Navio San Martín, Valparaíso"
1817,300000,2.0,55.0,Arriendo Departamento Las Americas...
1818,450000,3.0,64.0,"Avenida Lomas De La Luz 3878, Valp..."
1819,1200000,4.0,1.0,"Calle Álvarez, Quinta Vergara, Viñ..."
1821,370000,1.0,31.0,"Los Carreras 990, Quilpué, Chile, ..."
1822,450000,1.0,45.0,"Cerro Placeres, Valparaíso"
1824,450000,3.0,64.0,"Avenida Lomas De La Luz 3878, Valp..."
1825,1200000,4.0,1.0,"Calle Álvarez, Quinta Vergara, Viñ..."
1827,370000,1.0,31.0,"Los Carreras 990, Quilpué, Chile, ..."
1828,450000,1.0,45.0,"Cerro Placeres, Valparaíso"
1830,630000,2.0,60.0,"C. Vianna 289, Valparaíso, Viña De..."
1831,500000,1.0,40.0,"Avenida Costa De Montemar 200, Con..."
1832,600000,3.0,72.0,"Maroto 1440, Concón, Chile, La Boc..."
1833,390000,3.0,65.0,"Departamnto Arriendo Quillota, Cen..."
1834,700000,3.0,85.0,"Avenida Los Arenales  800- 1.200, ..."
1835,550000,3.0,75.0,"Parque Mantagua, Quintero, Chile, ..."
1837,430000,1.0,34.0,"Viana 1200 - 1500, Viña Del Mar, C..."
1838,650000,3.0,1.0,"Etchevers Alto, Quinta Vergara, Vi..."
1839,430000,1.0,34.0,"Liquidambar 400 - 500, Montemar, C..."
1840,500000,3.0,62.0,"Canal Kirke, Canal Beagle, Viña De..."
1841,590000,2.0,57.0,"Costas De Montemar, Concón"
1843,350000,2.0,60.0,"Beaucheff 199. Barrio O!higgins, A..."
1844,800000,3.0,60.0,Viña Del Mar
1845,700000,2.0,55.0,"Reñaca Norte, Reñaca, Viña Del Mar"
1847,630000,2.0,65.0,"Costas De Montemar, Concón"
1848,375000,1.0,45.0,"Avenida El Granizo 7301, Granizo, ..."
1849,400000,1.0,46.0,"Los Romeros, Concon, Los Romeros -..."
1850,390000,3.0,65.0,"San Francisco De Limache, Limache"
1851,550000,3.0,90.0,Viña Del Mar
1852,450000,3.0,67.0,Renta Depto Parque Los Ingleses - ...
1853,500000,3.0,78.0,"Sector Parque Los Ingleses, Valpar..."
1854,400000,3.0,60.0,"Marga Marga, Los Pinos, Quilpué"
1855,550000,3.0,80.0,"Condominio Cumbres De Peñablanca, ..."
1856,340000,2.0,50.0,Los Almendros 2915 Depto 44 Quilpu...
1857,500000,2.0,56.0,"Hermanos Clark 300 - 600, Los Ande..."
1859,800000,2.0,90.0,"Av. Costa De Montemar 300 - 600, C..."
1860,550000,2.0,50.0,"Liquidambar 400 - 500, Montemar, C..."
1861,900000,3.0,90.0,"Vergara 1 - 300, Concón, Chile, Lo..."
1862,500000,2.0,75.0,"Av. Brasil, Almendral, Valparaíso"
1863,480000,3.0,61.0,"Gregorio Marañón, Viña Del Mar, Vi..."
1864,480000,3.0,3.0,"Avenida Borde Laguna, Placilla, Va..."
1865,1300000,2.0,75.0,"Cerro Castillo, Viña Del Mar"
1866,650000,3.0,75.0,"Condominio Laguna Vista, Centro De..."
1869,600000,2.0,50.0,"Av Reñaca, Concón, Valparaíso, Chi..."
1870,500000,2.0,65.0,"Avenida Armando Celis 1525, El Tab..."
1871,570000,2.0,84.0,"Higuerillas, Higuerillas, Concón"
1872,650000,3.0,75.0,"Condominio Laguna Vista, Centro De..."
1875,600000,2.0,50.0,"Av Reñaca, Concón, Valparaíso, Chi..."
1876,500000,2.0,65.0,"Avenida Armando Celis 1525, El Tab..."
1877,570000,2.0,84.0,"Higuerillas, Higuerillas, Concón"
1878,270000,1.0,27.0,"Av. Valparaíso 2550, Villa Alemana..."
1879,700000,3.0,75.0,"Sector Agua Santa Calle Sol Y Mar,..."
1881,420000,2.0,65.0,"Se Arrienda Departamento, Valparaí..."
1883,420000,2.0,57.0,"Club De Campo Elías Figueroa, Valp..."
1884,520000,2.0,56.0,Acceso A Camino Internacional 2030...
1886,800000,3.0,80.0,"Avenida Borgoño 20500, Concón, Chi..."
1887,470000,3.0,62.0,"Glaciar Grey/ Glaciar Soler, Los P..."
1888,900000,2.0,55.0,"Entrelomas 600 - 900, Concón, Chil..."
1890,950000,3.0,75.0,"Arenales 156, Concón, Chile, Costa..."
1891,480000,3.0,73.0,Espacio | Tranquilidad | Bosque In...
1892,450000,3.0,60.0,"Curauma, Placilla, Valparaíso, Chi..."
1893,1000000,3.0,85.0,"Costa De Montemar / Concón,, Costa..."
1896,370000,3.0,62.0,"Chacabuco, 960, Centro De Quillota..."
1897,850000,3.0,91.0,"Costa De Montemar, Costas De Monte..."
1898,470000,3.0,65.0,Crisol Arrienda Depto Cerca Congre...
1899,380000,3.0,56.0,"San Felipe, Chile, Centro De San F..."
1900,530000,2.0,59.0,Departamento De 2 Dormitorios En C...
1901,500000,3.0,72.0,"Urmeneta  1107, San Francisco De L..."
1902,590000,2.0,51.0,Exclusivo Departamento En Arriendo...
1904,750000,2.0,80.0,José María Escrivá De Balaguer 600...
1906,380000,2.0,55.0,"Martin Rivas 3401, Villa Alemana, ..."
1907,800000,3.0,80.0,Arriendo 3d2b Amoblado Vista Al Ma...
1909,620000,2.0,57.0,"Costas De Montemar, Concón"
1910,550000,2.0,50.0,"Playa Los Lilenes, Higuerillas, Co..."
1911,520000,3.0,70.0,"Cam. Del Sol 2300, Quilpué, Valpar..."
1912,450000,3.0,67.0,"Jorge Kenrick 35, Valparaíso, Chil..."
1913,460000,3.0,75.0,Arriendo Departamento Nuevo Alto M...
1914,490000,1.0,35.0,Avda Sta Teresa Con Avda Chacabuco...
1915,380000,2.0,7.0,"Martin Rivas 3401, Villa Alemana, ..."
1916,900000,3.0,82.0,"Los Prunos 400, 2511042 Concón, Va..."
1917,490000,3.0,90.0,"21 De Mayo, Viña Del Mar"
1918,400000,3.0,54.0,"Los Pinos, Quilpué"
