,price (CLP),rooms,size (m2),address
841,300000,2.0,69.0,"Tierras Rojas 723, Quilpué, Valpar..."
842,710000,3.0,90.0,"Agua Santa, Viña Del Mar"
845,330000,2.0,50.0,Promoción Arriendo Con Estacionami...
846,480000,2.0,49.0,"Entrelomas, Concón, Chile, Costas ..."
849,490000,1.0,35.0,Edificio Viña Plaza V - Sector Hos...
850,580000,3.0,91.0,"Condell Sur 1237, Quilpué, Chile, ..."
851,480000,1.0,33.0,"Libertad, Viña Del Mar"
854,850000,3.0,78.0,Avenida Costa De Montemar 300 - 60...
855,420000,2.0,50.0,"Eduardo Titus Camino Troncal, Viña..."
857,450000,3.0,62.0,"Avenida Los Limonares 550, Viña De..."
858,550000,3.0,75.0,"Avenida La Marina 199, Viña Del Ma..."
859,360000,3.0,65.0,"Arriendo En Av. Lomas De La Luz, S..."
861,450000,2.0,50.0,"(nmd11381) Sendero Sur, Gregorio M..."
862,1000000,3.0,90.0,"Int 13, 2510018 Concón, Valparaíso..."
863,800000,3.0,60.0,"Entrelomas 605, Concón, Chile, Cos..."
864,450000,3.0,62.0,"Avenida Los Limonares 550, Viña De..."
865,550000,3.0,75.0,"Avenida La Marina 199, Viña Del Ma..."
866,360000,3.0,65.0,"Arriendo En Av. Lomas De La Luz, S..."
868,450000,2.0,50.0,"(nmd11381) Sendero Sur, Gregorio M..."
869,1000000,3.0,90.0,"Int 13, 2510018 Concón, Valparaíso..."
870,800000,3.0,60.0,"Entrelomas 605, Concón, Chile, Cos..."
871,430000,1.0,45.0,"Av. José Manuel Balmaceda 850, Viñ..."
874,500000,2.0,80.0,"Avenida Borgoño 16300, Viña Del Ma..."
875,370000,3.0,72.0,"Santiago Watt, Viña Del Mar, Chile..."
877,300000,1.0,23.0,"Bremen 20, Viña Del Mar, Valparaís..."
878,390000,2.0,60.0,"Carmen 300 - 600, Valparaíso, Chil..."
879,600000,3.0,70.0,"Isla Picton 450, Viña Del Mar, Chi..."
880,650000,3.0,93.0,"Av. Jardines De Reñaca 50, Viña De..."
881,395000,1.0,45.0,"Av. Borgoño 14400 - 14700, Viña De..."
882,350000,1.0,30.0,Departamento 1d-1b Arriendo Uno No...
883,600000,2.0,64.0,"Jardín Del Mar 345, Viña Del Mar, ..."
884,550000,2.0,50.0,"Etcheveres 229, Centro De Viña Del..."
885,470000,1.0,55.0,Exclusivo Departamento En El Coraz...
886,4890,3.0,87.0,"Avenida Jardines De Reñaca 50, Viñ..."
887,345000,2.0,50.0,"Via V3 5, Quilpué, Chile, Quilpué"
888,320000,1.0,40.0,"Valparaiso, Valparaíso"
889,320000,2.0,55.0,"Lago Bertrand 1 - 300, Quilpué, Ch..."
890,850000,3.0,93.0,"6 Norte 838, Viña Del Mar, Valpara..."
891,310000,2.0,43.0,"Navío San Martín 345, Valparaíso, ..."
892,700000,2.0,95.0,"Av. Borgoño 16036, Viña Del Mar, C..."
893,430000,1.0,36.0,"Arenales 156, Concón, Chile, Costa..."
894,500000,2.0,54.0,"Solingen 220, Viña Del Mar, Chile,..."
895,340000,1.0,35.0,"Av. Los Carrera, Quilpué, Villa Al..."
897,420000,1.0,40.0,"Recreo, Recreo, Viña Del Mar"
899,500000,3.0,85.0,"Padre Rene Pienovi 45, Viña Del Ma..."
900,430000,1.0,32.0,"Liquidambar 300 - 600, Concón, Chi..."
901,340000,2.0,54.0,Dto 2 Dorm Beauchef Vista Y Estaci...
902,500000,1.0,45.0,"Avenida Edmundo Eluchans 1700, Viñ..."
904,600000,3.0,87.0,"Agua Santa, Agua Santa, Viña Del M..."
906,450000,1.0,42.0,"Francisco Sosa Cousiño, Concón, Ch..."
907,750000,3.0,70.0,"Arenales 156, Concón, Chile, Costa..."
908,450000,2.0,40.0,"Vega 582, Valparaíso, Chile, Cerro..."
909,500000,2.0,50.0,"Depto En Traslaviña Esq. Arlegui, ..."
910,760000,3.0,80.0,"Vicuña Mackenna, Reñaca, Viña Del ..."
912,750000,3.0,70.0,"Arenales 156, Concón, Chile, Costa..."
913,450000,2.0,40.0,"Vega 582, Valparaíso, Chile, Cerro..."
914,500000,2.0,50.0,"Depto En Traslaviña Esq. Arlegui, ..."
915,760000,3.0,80.0,"Vicuña Mackenna, Reñaca, Viña Del ..."
917,500000,3.0,95.0,"Yungay, Valparaíso, Chile, Almendr..."
918,670000,2.0,55.0,"Casino Viña Del Mar, Libertad, Viñ..."
919,370000,2.0,65.0,"Camino Del Sol 2400, Quilpué, Chil..."
920,500000,3.0,60.0,Hermoso Departamento Amplio De 3 D...
921,600000,2.0,64.0,"(mgg) El Encanto, Reñaca 2d2b, Reñ..."
922,590000,2.0,65.0,"Avenida Costa De Montemar 460, Con..."
924,350000,2.0,40.0,"Villa Alemana, Cam. Troncal 2300, ..."
925,600000,2.0,60.0,"Las Pinpinelas 765, Concón, Chile,..."
927,360000,1.0,32.0,"General Cruz 151, Valparaíso, Chil..."
928,460000,3.0,67.0,"(nmd11264) Sendero Sur, Gregorio M..."
929,800000,3.0,92.0,"Edmundo Eluchans, 1800 - 2100, Reñ..."
930,300000,2.0,47.0,"Pasaje Esmeralda 2526, Estación La..."
931,480000,2.0,41.0,"Av Central, Montemar, Concón"
932,750000,3.0,90.0,"Viña Del Mar, Libertad, Viña Del M..."
933,450000,2.0,60.0,Oportunidad Arriendo Año Corrido V...
934,460000,3.0,70.0,"Avenida Lomas De La Luz 3894, Cura..."
936,450000,1.0,47.0,"Av Edmundo Eluchans 1615, Viña Del..."
937,350000,2.0,37.0,"Estero Maitenlahue 900 - 1200, Val..."
939,550000,2.0,73.0,"Riveros 1 - 300, Viña Del Mar, Chi..."
940,700000,2.0,85.0,Soleado Y Acogedor Departamento De...
942,600000,3.0,70.0,"Isla Picton 245, Viña Del Mar, Chi..."
943,230000,1.0,20.0,"22 Norte 1995, Santa Inés, Viña De..."
944,500000,3.0,65.0,"Camino El Yeco, 0, Algarrobo"
945,550000,2.0,66.0,"Av. José Manuel Balmaceda 591, Viñ..."
947,420000,2.0,55.0,"Av. Isidoro Dubournais 185, El Qui..."
950,380000,3.0,57.0,Lago Villarica |  Camino Internaci...
952,370000,2.0,59.0,"Cerro Larraín - Polanco, Valparaíso"
953,600000,2.0,75.0,"Etchevers, Quinta Vergara, Viña De..."
954,390000,1.0,35.0,"Rodimenia 402, 2542542 Viña Del Ma..."
955,385000,2.0,40.0,"Covadonga 173, Marga Marga, Limach..."
956,560000,2.0,50.0,Las Perlas  | Edmundo Eluchans | R...
958,400000,2.0,88.0,"24 Norte 1200 - 1500, Viña Del Mar..."
959,550000,1.0,35.0,Av. Coraceros | Av. Nueva Libertad...
960,390000,1.0,35.0,"Rodimenia 402, 2542542 Viña Del Ma..."
961,385000,2.0,40.0,"Covadonga 173, Marga Marga, Limach..."
962,560000,2.0,50.0,Las Perlas  | Edmundo Eluchans | R...
964,400000,2.0,88.0,"24 Norte 1200 - 1500, Viña Del Mar..."
965,550000,1.0,35.0,Av. Coraceros | Av. Nueva Libertad...
966,600000,3.0,89.0,"General Prieto 300 - 600, Valparaí..."
968,450000,1.0,42.0,Departamento En Arriendo De 1 Dorm...
971,400000,2.0,48.0,"Cerro Placeres, Valparaíso"
973,950000,3.0,80.0,Av. Jorge Montt / Condominio Puert...
974,350000,2.0,60.0,"Virgilio Arias 65, Valparaíso, Chi..."
975,350000,2.0,63.0,"Navío San Martín 70, Valparaíso, C..."
976,950000,3.0,85.0,"Arenales 156, Concón, Chile, Costa..."
978,360000,2.0,50.0,"Canal Kirke, Viña Del Mar, Chile, ..."
979,750000,3.0,95.0,"Pasaje Alvarez 1090, Viña Del Mar,..."
981,500000,3.0,78.0,"Placeres, Cerro Placeres, Valparaí..."
982,480000,1.0,75.0,"Arenales 535, Concón, Chile, Costa..."
983,430000,1.0,45.0,"Francisco Soza, Montemar, Concón"
984,440000,2.0,58.0,"Ignacio Carrera Pinto 0376, Villa ..."
985,260000,1.0,18.0,"Cerro Placeres, Valparaíso"
988,650000,2.0,63.0,"Las Golondrinas | Viña Del Mar, Re..."
989,490000,4.0,88.0,"Agua Santa, Viña Del Mar"
990,340000,2.0,44.0,"Nuevo | Comodidad | Villa Alemana,..."
991,800000,2.0,82.0,"Edmundo Eluchans, Reñaca, Viña Del..."
992,700000,2.0,55.0,"Los Mirlos 181, Viña Del Mar, Chil..."
993,450000,2.0,41.0,"Av. Vicuña Mackenna, Quillota, Cen..."
994,550000,2.0,60.0,"Las Perlas 1800 - 2100, Viña Del M..."
995,430000,3.0,74.0,Arriendo Depto Nuevo En Av. Lomas ...
996,800000,3.0,80.0,"Av. Borgoño 20500, Concón, Chile, ..."
997,620000,2.0,64.0,"Arlegui 1320, Viña Del Mar, Chile,..."
998,330000,3.0,60.0,"Av. Las Maravillas 630, Viña Del M..."
999,520000,2.0,60.0,Avenida Santa Teresa De Los Andes ...
1000,400000,1.0,58.0,"Cerro Concepcion, Cerro Alegre, Va..."
1001,370000,1.0,54.0,"Avenida Placeres 206, Cerro Placer..."
1002,400000,1.0,40.0,"Edmundo Eluchans 2506, Reñaca, Viñ..."
1003,400000,2.0,47.0,"Camino Del Sol, Quilpué, Chile, Pa..."
1004,520000,2.0,70.0,"2 Oriente 900 - 1200, Viña Del Mar..."
1006,580000,2.0,57.0,"Edmundo Eluchans, Costas De Montem..."
1007,900000,3.0,94.0,"Edificio Medano - Los Prunos 400, ..."
1008,400000,1.0,40.0,"Edmundo Eluchans 2506, Reñaca, Viñ..."
1009,400000,2.0,47.0,"Camino Del Sol, Quilpué, Chile, Pa..."
1010,520000,2.0,70.0,"2 Oriente 900 - 1200, Viña Del Mar..."
1012,580000,2.0,57.0,"Edmundo Eluchans, Costas De Montem..."
1013,900000,3.0,94.0,"Edificio Medano - Los Prunos 400, ..."
1014,460000,2.0,61.0,"(nmd11478) Sendero Norte, Altos De..."
1015,500000,2.0,52.0,"Agua Santa, Recreo, Agua Santa, Vi..."
1016,450000,1.0,35.0,"Viana 900 - 1200, Viña Del Mar, Ch..."
1017,520000,2.0,60.0,"Pimpinelas, Higuerillas, Concón"
1018,500000,2.0,45.0,"Entrelomas / La Luna, Costas De Mo..."
1020,550000,2.0,60.0,"Sendero Norte, Viña Del Mar, Chile..."
1022,765000,2.0,90.0,"Avenida Francisco Soza Cousiño, Co..."
1024,470000,1.0,34.0,"Calle Quillota, Centro De Viña Del..."
1025,400000,1.0,50.0,"Cumming, Valparaíso, Chile, Cerro ..."
1026,600000,2.0,64.0,"Avenida Pacifico 5159, Viña Del Ma..."
1027,400000,2.0,54.0,"Condominio Parque Pinares, Los Pin..."
1028,500000,3.0,80.0,"Avenida Curauma Sur, Placilla, Val..."
1029,600000,4.0,77.0,Bartolome Mitre | Cerro Barón | Va...
1030,480000,1.0,40.0,"2 Poniente 1 - 300, Viña Del Mar, ..."
1032,300000,3.0,45.0,"San Felipe, Chile, Centro De San F..."
1033,325000,3.0,65.0,"Avenida Gómez Carreño 4647, Valpar..."
1034,340000,1.0,27.0,"Los Andes, Chile, Centro De Los An..."
1035,500000,3.0,70.0,Arriendo Hermoso Dpto Familiar Alg...
1036,680000,2.0,54.0,"Avenida Costa De Montemar, Concón,..."
1037,800000,3.0,95.0,"Padre Enrique Del Río 581, Puchunc..."
1038,530000,3.0,58.0,"Atlántico 4004, Viña Del Mar, Valp..."
1039,500000,2.0,50.0,"Isla Picton 245, 2561813 Valparaís..."
1040,550000,2.0,55.0,Departamento Amoblado Año Corrido....
1041,550000,3.0,78.0,"Claudio Vicuña  Sn, Centro De Quil..."
1042,600000,3.0,73.0,Arriendo Año Corrido En Algarrobo ...
1043,590000,2.0,55.0,"Costas De Montemar, Concón"
1044,360000,2.0,55.0,"Lago Zenteno 1615, Viña Del Mar, C..."
1045,410000,3.0,60.0,"Tarapacá 4, Quillota, La Cruz, Chi..."
1046,480000,1.0,51.0,"Montemar, Concón"
1047,450000,1.0,40.0,"3 Oriente 1331, Viña Del Mar, Chil..."
1048,400000,3.0,67.0,"Colón 1, Limache, Chile, San Franc..."
1049,500000,2.0,70.0,"Laurencia Sn, Reñaca, Viña Del Mar"
1051,450000,1.0,45.0,"Av. Borgoño. Playa La Boca, La Boc..."
1052,480000,2.0,52.0,"Altos De Viña, Centro De Viña Del ..."
1053,640000,2.0,57.0,"P. Mackenna, 798, Forestal, Viña D..."
1054,450000,2.0,50.0,"Centro De Viña Del Mar, Viña Del M..."
1055,340000,1.0,30.0,"Cerro Placeres, Valparaíso"
1057,450000,1.0,45.0,"Av. Borgoño. Playa La Boca, La Boc..."
1058,480000,2.0,52.0,"Altos De Viña, Centro De Viña Del ..."
1059,640000,2.0,57.0,"P. Mackenna, 798, Forestal, Viña D..."
1060,450000,2.0,50.0,"Centro De Viña Del Mar, Viña Del M..."
1061,340000,1.0,30.0,"Cerro Placeres, Valparaíso"
1062,410000,2.0,54.0,"Departamento En Arriendo, Paso Hon..."
1063,490000,3.0,63.0,"Canal Kirke 450, Viña Del Mar, Chi..."
1064,590000,3.0,78.0,"Jose Manuel Balmaceda 865, Reñaca,..."
1065,330000,3.0,61.0,"L. Peñuelas 860, Viña Del Mar, Chi..."
1066,650000,2.0,80.0,"El Encanto 533, Viña Del Mar, Valp..."
1067,490000,3.0,80.0,"General Mackenna, Valparaíso, Chil..."
1068,680000,2.0,75.0,"Avenida Maritima 620, Papudo, Chil..."
1071,500000,2.0,54.0,"Laura Barros 205, Concón, Chile, M..."
1072,335000,3.0,59.0,"Enrique Amthor 1919, La Calera, Ca..."
1073,380000,3.0,48.0,"Los Aromos 1345, Villa Alemana, Ch..."
1074,700000,2.0,63.0,Oportunidad Vista Insuperable 2d/2...
1077,420000,1.0,35.0,"Lomas De Montemar, Concón, Chile, ..."
1078,530000,3.0,90.0,"Los Carreras, Quilpué, Chile, Cent..."
1079,400000,2.0,42.0,"Cerro Placeres, Cerro Placeres, Va..."
1080,800000,3.0,71.0,"Reñaca, Viña Del Mar"
1082,690000,2.0,60.0,Gastos Comunes Incluidos / Sector ...
1084,695000,2.0,62.0,"Costas De Montemar, Concón"
1085,600000,3.0,75.0,"Avenida Los Placeres 206, Cerro Pl..."
1086,430000,2.0,60.0,"Av. Cardenal Samoré, Placilla, Val..."
1087,650000,3.0,85.0,"Fhv9+fq, Papudo, Valparaíso, Chile..."
1088,600000,2.0,57.0,"P.mackenna, 798, Forestal, Viña De..."
1089,350000,1.0,30.0,Departamento 1d-1b Arriendo Uno No...
1090,450000,3.0,67.0,"Costa Algarrobo Norte, Mirasol, Al..."
1094,450000,2.0,62.0,"General Prieto, Viña Del Mar, Chil..."
1095,600000,3.0,80.0,"Cerro Recreo, Recreo, Viña Del Mar"
1098,425000,3.0,65.0,"Noruega 1069, Valparaíso"
1099,370000,2.0,51.0,"Céntrico | Nuevo | Villa Alemana, ..."
1100,680000,2.0,72.0,"Concón, Chile, Los Romeros - Los M..."
1101,650000,2.0,58.0,"Avenida Costa De Montemar, Concón,..."
1102,620000,2.0,62.0,"Entrelomas, Costas De Montemar, Co..."
1103,520000,3.0,80.0,"Maroto 1455, 2510421 Valparaíso, C..."
1105,425000,3.0,65.0,"Noruega 1069, Valparaíso"
1106,370000,2.0,51.0,"Céntrico | Nuevo | Villa Alemana, ..."
1107,680000,2.0,72.0,"Concón, Chile, Los Romeros - Los M..."
1108,650000,2.0,58.0,"Avenida Costa De Montemar, Concón,..."
1109,620000,2.0,62.0,"Entrelomas, Costas De Montemar, Co..."
1110,520000,3.0,80.0,"Maroto 1455, 2510421 Valparaíso, C..."
1111,820000,3.0,80.0,"Reñaca Norte, Reñaca, Viña Del Mar"
1112,730000,3.0,80.0,"Berger, Centro De Viña Del Mar, Vi..."
1113,380000,2.0,55.0,"Navío San Martín, Condominio Barri..."
1114,400000,2.0,60.0,"Los Pinos 937, Valparaíso, Chile, ..."
1115,350000,2.0,45.0,"Condominio Los Ciruelos, Los Pinos..."
1117,700000,2.0,65.0,"Avenida Costa De Montemar 433, Cos..."
1118,500000,2.0,51.0,"(nmd) Sendero Norte, Altos De Viña..."
1120,650000,2.0,40.0,"Libertad, Viña Del Mar"
1121,750000,3.0,61.0,Condominio Alto Recreo | Hacienda ...
1122,460000,2.0,47.0,"Camino Troncal, Viña Del Mar, Chil..."
1123,700000,2.0,63.0,"Costas De Montemar, Concón"
1124,365000,3.0,58.0,"Avenida Lomas De La Luz 3894, Plac..."
1125,675000,2.0,70.0,"Montemar, Concón"
1126,350000,1.0,60.0,"General Prieto 450, Valparaíso, Vi..."
1128,415000,3.0,60.0,"Jorge Ross 1070, Villa Dulce, Viña..."
1129,910000,4.0,1.0,"Viña Del Mar, Viña Del Mar"
1131,525000,2.0,51.0,"Avenida Gómez Carreño 4065, Viña D..."
1134,615000,2.0,60.0,"Las Pimpinelas 765, Concón, Chile,..."
1135,700000,2.0,75.0,"Reñaca, Reñaca, Viña Del Mar"
1136,270000,1.0,23.0,Arriendo Departamento Estudio V. A...
1137,630000,2.0,55.0,"Costa Montemar, Concón, Viña Del M..."
1139,700000,2.0,88.0,"Avenida Marina 94, Viña Del Mar, C..."
1140,460000,3.0,61.0,"Glaciar Grey, Colinas De Oro, Quil..."
1141,900000,3.0,83.0,Edificio Medano - Los Prunos 300 -...
1142,450000,2.0,56.0,"Río Imperial, Concón, Chile, Monte..."
1144,650000,3.0,70.0,"Los Abedules 1789, Montemar, Concón"
1149,600000,3.0,85.0,"Agua Santa 300 - 600, Viña Del Mar..."
1151,350000,2.0,55.0,Departamento En Arrriendo 2d-1b-1e...
1155,600000,3.0,85.0,"Agua Santa 300 - 600, Viña Del Mar..."
1157,350000,2.0,55.0,Departamento En Arrriendo 2d-1b-1e...
1158,580000,2.0,50.0,"Los Abedules, Montemar, Concón"
1159,400000,3.0,48.0,Arriendo Departamento Amoblado En ...
1160,1000000,2.0,70.0,"Av. Borgoño 17310, Viña Del Mar, C..."
1161,550000,2.0,51.0,"Los Abedules/camino Central, Monet..."
1162,395000,3.0,60.0,"Las Acacias 1421, Peñablanca, Vill..."
1163,470000,3.0,75.0,"Avenida Gómez Carreño 3701, Viña D..."
1164,450000,2.0,85.0,"Avenida Jardines De Reñaca, Viña D..."
1165,800000,3.0,76.0,"Costa Quilen, Horcón, Puchuncaví"
1166,280000,1.0,18.0,"Cerro Placeres, Valparaíso"
1169,630000,2.0,68.0,"Los Arenales 196, Montemar, Concón"
1170,600000,2.0,55.0,Avenida Costa De Montemar 300 - 60...
1171,405000,3.0,60.0,"Av. Lomas De La Luz, Placilla, Val..."
1172,600000,2.0,65.0,"Talasia 500, Viña Del Mar, Chile, ..."
1174,480000,2.0,58.0,"Antofagasta, Valparaíso, Chile, Va..."
1176,530000,3.0,53.0,Se Arrienda Depto El Tabo Vista Al...
1178,560000,3.0,70.0,Av. Borde Laguna - Cardenal Samoré...
1179,420000,3.0,55.0,"Lomas Del Bosque 185, Valparaíso, ..."
1180,650000,3.0,72.0,"Los Abedules 1789, Concón, Chile, ..."
1181,450000,2.0,55.0,"Camino Troncal 2300, Villa Alemana..."
1182,750000,3.0,70.0,"Arenales 1 - 300, Concón, Chile, C..."
1183,340000,3.0,53.0,"Lago Villarrica 1 - 300, Viña Del ..."
1184,600000,3.0,70.0,Departamento En Arriendo En Algarr...
1186,460000,3.0,61.0,"Glaciar Grey, Colinas De Oro, Quil..."
1187,600000,3.0,90.0,"Edificio Cumbres De Aconcagua, Los..."
1190,560000,2.0,55.0,Oportunidad Vista Pacifico Centro ...
1191,315000,1.0,30.0,"Cerro Barón, Valparaíso, Chile, Ce..."
1192,1200000,2.0,58.0,"Av. Borgoño 1560, Concón, Chile, P..."
1195,380000,1.0,25.0,"Quillota 235, Viña Del Mar, Chile,..."
1196,670000,3.0,82.0,"6 Norte, Libertad, Viña Del Mar"
1197,750000,4.0,90.0,"Condominio Casamar 2, Mantagua, Qu..."
1198,700000,2.0,60.0,"Bellavista, Edificio Reñaca Blue, ..."
1199,370000,2.0,51.0,"Céntrico | Nuevo | Villa Alemana, ..."
1201,380000,1.0,25.0,"Quillota 235, Viña Del Mar, Chile,..."
1202,670000,3.0,82.0,"6 Norte, Libertad, Viña Del Mar"
1203,750000,4.0,90.0,"Condominio Casamar 2, Mantagua, Qu..."
1204,700000,2.0,60.0,"Bellavista, Edificio Reñaca Blue, ..."
1205,370000,2.0,51.0,"Céntrico | Nuevo | Villa Alemana, ..."
1206,700000,2.0,55.0,"Costa De Montemar, Costas De Monte..."
1207,460000,3.0,61.0,"Glaciar Grey, Colinas De Oro, Quil..."
1208,400000,2.0,42.0,"Canal Kirke 370, Viña Del Mar, Chi..."
1210,460000,3.0,61.0,"Glaciar Grey, Colinas De Oro, Quil..."
1211,400000,1.0,30.0,"Toro Herrera 307, Recreo, Viña Del..."
1212,460000,3.0,57.0,"Lago Zenteno 1200 - 1500, Viña Del..."
1214,650000,3.0,80.0,"Avenida San Martín  1306, Libertad..."
1215,545000,3.0,85.0,"Avenida Playa Ancha 925, Valparaís..."
1216,330000,2.0,50.0,Promoción Arriendo 2d2b &#43; Esta...
1217,280000,2.0,43.0,"Irma Johnson Molina, Quilpué, Chil..."
1218,430000,2.0,35.0,"Arriendo Home Studio, La Boca, Con..."
1219,300000,3.0,50.0,"Calle Las Maravillas 201, Viña Del..."
1220,750000,2.0,90.0,"Montemar, Concón"
1222,800000,2.0,85.0,Amoblado. Soleado Y Acogedor Depar...
1223,400000,2.0,45.0,"Las Encinas 1025, Concón, Chile, L..."
1225,300000,3.0,48.0,"Condominio Hermanos Maristas, Los ..."
1227,650000,2.0,75.0,"Los Arenales, Costas De Montemar, ..."
1228,430000,2.0,51.0,"Camino Troncal 2300, Peñablanca, V..."
1229,430000,2.0,46.0,"Camino Los Ingleses 815, Valparaíso"
1231,260000,1.0,18.0,"Cerro Placeres, Valparaíso"
1232,390000,3.0,58.0,"Avda. Republica Con Andres Bello, ..."
1233,750000,3.0,90.0,"10 Norte 770, Viña Del Mar, Chile,..."
1234,430000,3.0,70.0,"Condominio Jardín Suizo, Valparaíso"
1237,480000,2.0,50.0,"Leonidas Valenzuela 1288, Valparaí..."
1238,195000,1.0,40.0,Valparaíso
1239,440000,1.0,35.0,"Playa Ancha, Valparaíso"
1240,230000,2.0,45.0,"Pablo Neruda 1637, 2431458 Quilpué..."
1241,750000,1.0,40.0,"Subida Artillería, Cerro Artilleri..."
1242,450000,3.0,62.0,"Av. Lomas De La Luz 3600 - 3900, V..."
1243,500000,2.0,40.0,(fer11489) Oportunidad De Arriendo...
1244,395000,2.0,90.0,"Condell 1176, Valparaíso, Chile, C..."
1245,450000,2.0,63.0,Avenida José Manuel Balmaceda 600 ...
1246,420000,3.0,60.0,Departamento En Arriendo En Gomez ...
1247,800000,3.0,77.0,"Avenida Borgoño 16350, Viña Del Ma..."
1248,450000,3.0,62.0,"Av. Lomas De La Luz 3600 - 3900, V..."
1249,500000,2.0,40.0,(fer11489) Oportunidad De Arriendo...
1250,395000,2.0,90.0,"Condell 1176, Valparaíso, Chile, C..."
1251,450000,2.0,63.0,Avenida José Manuel Balmaceda 600 ...
1252,420000,3.0,60.0,Departamento En Arriendo En Gomez ...
1253,800000,3.0,77.0,"Avenida Borgoño 16350, Viña Del Ma..."
1254,450000,2.0,54.0,"Litorina 266, Viña Del Mar, Chile,..."
1255,580000,2.0,60.0,"Vicuña Mackenna 300 - 600, Viña De..."
1256,230000,2.0,48.0,"Pablo Neruda 1721-1701, Quilpué, V..."
1257,670000,2.0,68.0,"Edificio Paseo Andino, Los Andes, ..."
1258,650000,2.0,80.0,"Centro De Viña Del Mar, Viña Del M..."
1260,700000,3.0,78.0,"Maroto, Concón, Chile, La Boca, Co..."
1261,950000,3.0,85.0,"Avenida Jardines De Reñaca 50, Viñ..."
1262,2693,3.0,73.0,Viña Del Mar
1263,490000,3.0,68.0,"Canal Kirke 450, Viña Del Mar, Chi..."
1265,205000,1.0,52.0,"Avenida Cardenal Samore/curauma, C..."
1268,290000,1.0,40.0,"Marisol 1772, Quilpué, Chile, Pres..."
1270,530000,2.0,60.0,"Los Pinos 678, Valparaíso"
1272,550000,3.0,80.0,"Blanca 655, Cerro Placeres, Valpar..."
1274,800000,2.0,80.0,"Arenales 535, Concón, Chile, Costa..."
1275,950000,3.0,87.0,"Edificio Medano - Los Prunos 400, ..."
1276,420000,3.0,49.0,"Avenida San Juan 1610, Llolleo, Sa..."
1277,610000,3.0,87.0,"Av. Jardines De Reñaca 50, Viña De..."
1278,750000,2.0,70.0,"Papudo, Punta Puyai"
1279,430000,1.0,50.0,"Higuerillas, Concón"
1282,430000,2.0,50.0,"Isla Melinka, Viña Del Mar, Chile,..."
1284,600000,2.0,62.0,"Entrelomas 1 - 300, Concón, Chile,..."
1285,390000,2.0,48.0,"Eduardo Titus, Viña Del Mar, Chile..."
1286,490000,3.0,77.0,"Villanelo, Viña Del Mar"
1287,400000,2.0,60.0,"Avenida Lomas De La Luz 860, Valpa..."
1288,310000,3.0,56.0,"Lago Huilipilún 1105, Viña Del Mar..."
1289,420000,1.0,32.0,"Camino Internacional 2030, Viña De..."
1290,500000,1.0,50.0,"Avenida Borgoño 24930, Concón, Chi..."
1291,350000,2.0,56.0,"Porvenir,villa Alemana, Huanhuali,..."
1292,410000,2.0,50.0,"Valparaiso, Cerro Placeres, Valpar..."
1293,300000,1.0,40.0,"Los Pinos, Valparaíso"
1295,420000,2.0,53.0,"Av. Lomas De La Luz 3995, Placilla..."
1296,500000,1.0,50.0,"Avenida Borgoño 24930, Concón, Chi..."
1297,350000,2.0,56.0,"Porvenir,villa Alemana, Huanhuali,..."
1298,410000,2.0,50.0,"Valparaiso, Cerro Placeres, Valpar..."
1299,300000,1.0,40.0,"Los Pinos, Valparaíso"
1301,420000,2.0,53.0,"Av. Lomas De La Luz 3995, Placilla..."
1302,380000,2.0,55.0,"Altamirano 2769, Valparaíso, Chile..."
1303,700000,3.0,95.0,"Marzo-diciembre, Amoblado, Sin Gas..."
1304,360000,1.0,25.0,"Jardín Del Mar, Reñaca, Viña Del M..."
1306,750000,2.0,67.0,"Quillota 376, Viña Del Mar, Valpar..."
1308,650000,2.0,70.0,"5 Poniente 1 - 300, Viña Del Mar, ..."
1309,450000,3.0,80.0,Viña Del Mar
1310,390000,1.0,37.0,"Rodimenia 300 - 600, Viña Del Mar,..."
1312,370000,3.0,50.0,"Los Tulipanes , 920, Reñaca Alto, ..."
1313,650000,1.0,60.0,"Av. Benidorm 585, Viña Del Mar, Ch..."
1315,600000,2.0,60.0,"Leonidas Valenzuela 1288, Cerro Pl..."
1316,550000,2.0,76.0,"Se Arrienda  2d 2b Reñaca Norte, R..."
1317,650000,2.0,60.0,"Avenida Bosques De Montemar, Concó..."
1318,620000,3.0,90.0,"Halimeda 375, Reñaca, Viña Del Mar"
1319,500000,3.0,70.0,"Lago Bertrand 120, Quilpué, Chile,..."
1320,605000,3.0,63.0,"Los Almendros De Reñaca, Reñaca, V..."
1321,415000,3.0,78.0,Antonio Aldunate Con Damiana Carre...
1322,670000,2.0,80.0,"José María Escrivá De Balaguer, Co..."
1323,680000,1.0,50.0,"Avenida Coraceros 50, Viña Del Mar..."
1324,800000,3.0,85.0,"Arenales 131, Concón, Chile, Costa..."
1328,350000,2.0,65.0,"Jorge Ross 753, Viña Del Mar, Chil..."
1329,650000,2.0,69.0,"Bosque De Montemar, Montemar, Conc..."
1330,580000,2.0,60.0,"Quillota 0300, Santa Inés, Viña De..."
1332,340000,1.0,48.0,"Irene Morales 512, Valparaíso, Chi..."
1333,400000,2.0,66.0,"Calle Cuarta, Esquina Condell Sur,..."
1334,430000,2.0,50.0,Arriendo Departamento Amoblado 2 D...
1335,400000,2.0,50.0,"Leonidas Valenzuela 1270, Departam..."
1336,420000,3.0,68.0,Avenida Lomas De La Luz 3600 - 390...
