,price (CLP),rooms,size (m2),address
1337,440000,2.0,70.0,"Av. Valparaíso, Villa Alemana, Chi..."
1340,690000,2.0,60.0,"Costa De Montemar, Costas De Monte..."
1341,500000,2.0,78.0,"Antofagasta 185, 2.5404e+06 - 2.54..."
1342,550000,1.0,80.0,"Subida El Encanto 200, Reñaca, Viñ..."
1343,450000,2.0,60.0,"Francisco Sosa Cousiño 600 - 900, ..."
1346,690000,2.0,60.0,"Costa De Montemar, Costas De Monte..."
1347,500000,2.0,78.0,"Antofagasta 185, 2.5404e+06 - 2.54..."
1348,550000,1.0,80.0,"Subida El Encanto 200, Reñaca, Viñ..."
1349,450000,2.0,60.0,"Francisco Sosa Cousiño 600 - 900, ..."
1351,900000,4.0,98.0,"Avenida San Martín 160, Viña Del M..."
1352,650000,3.0,65.0,"Álvarez 32, Viña Del Mar, Chile, A..."
1353,440000,3.0,70.0,Padre Hurtado-bosques De Agua Sant...
1355,650000,3.0,68.0,"Sendero Norte 55, Viña Del Mar, Ch..."
1356,580000,2.0,48.0,"Dunas De Montemar, Costas De Monte..."
1357,270000,3.0,64.0,"Rodelillo, Valparaíso"
1358,270000,3.0,52.0,"Av. Nueva Hipodromo 1150, 2471470 ..."
1359,360000,3.0,65.0,"Chacabuco 960, Quillota, Chile, Ce..."
1360,540000,2.0,55.0,Viña Del Mar
1362,700000,3.0,70.0,"Viana & Villanelo, Viña Del Mar, C..."
1363,480000,3.0,59.0,"Cercano Agua Santa, Agua Santa, Vi..."
1364,550000,2.0,59.0,"Costas De Montemar, Concón, Costas..."
1366,400000,3.0,82.0,"Las 7 Hermanas 790, Viña Del Mar, ..."
1367,580000,2.0,65.0,"Av. Manuel Antonio Matta 967, Valp..."
1371,600000,3.0,75.0,"Prolongación 5 Oriente, Viña Del M..."
1372,450000,3.0,70.0,"Río Aconcagua 140, Concón, Chile, ..."
1374,750000,2.0,94.0,"Montemar, Concón"
1375,685000,2.0,55.0,"Av. 7 Norte, Libertad, Viña Del Mar"
1376,600000,2.0,54.0,"Las Encinas, Concón, Chile, Los Ro..."
1377,710000,3.0,98.0,"Agua Santa 1 - 300, Viña Del Mar, ..."
1379,700000,2.0,55.0,"Entre 12 Y 13 Norte, Libertad, Viñ..."
1380,450000,3.0,68.0,"Lago Peñuela, Santa Julia, Viña De..."
1381,730000,2.0,70.0,"Diego Portales 300 - 600, Valparaí..."
1383,430000,1.0,36.0,"Reñaca, Viña Del Mar"
1384,380000,2.0,50.0,"Condominio Barrio Norte, Progreso ..."
1387,280000,3.0,60.0,"Cumming, Quilpué, Chile, President..."
1388,580000,2.0,58.0,"Las Pimpinelas 765, Concón, Chile,..."
1389,600000,3.0,75.0,"Calle Del Agua 1155, Viña Del Mar,..."
1391,300000,1.0,30.0,"Montoya 15, El Quisco, Chile, El Q..."
1393,280000,3.0,60.0,"Cumming, Quilpué, Chile, President..."
1394,580000,2.0,58.0,"Las Pimpinelas 765, Concón, Chile,..."
1395,600000,3.0,75.0,"Calle Del Agua 1155, Viña Del Mar,..."
1397,300000,1.0,30.0,"Montoya 15, El Quisco, Chile, El Q..."
1400,650000,2.0,51.0,"Av Edmundo Eluchans 2400 - 2700, R..."
1401,260000,1.0,18.0,"Bremen 290, Viña Del Mar, Cerro Pl..."
1402,800000,3.0,90.0,"A Costa Brava, Concón, Chile, Cost..."
1406,495000,2.0,68.0,Arriendo Departamento Amplio En Vi...
1408,1400000,3.0,74.0,"Avenida Borgoño 19040, Concón, Chi..."
1409,460000,3.0,65.0,"Condell Sur, Quilpué, Chile, El Re..."
1411,600000,2.0,50.0,"Avenida Valparaíso 1327, Viña Del ..."
1412,300000,3.0,50.0,"Las Maravillas 201, Viña Del Mar, ..."
1413,6000,2.0,54.0,"Av. Costa De Montemar, Concón, Chi..."
1414,400000,2.0,60.0,"Padre Rene Pienovi 965, Viña Del M..."
1416,550000,2.0,55.0,"Álvarez 1800 - 2100, Viña Del Mar,..."
1418,590000,2.0,60.0,"Central 58, 2540185 Viña Del Mar, ..."
1419,700000,3.0,76.0,"Avenida San Martín 972, Viña Del M..."
1420,450000,2.0,69.0,"Eduardo Titus 300 - 600, Viña Del ..."
1421,650000,2.0,90.0,"Pje. Siempreviva 1 - 300a, Concón,..."
1422,415000,2.0,56.0,"Troncal 5700 - 6000, Viña Del Mar,..."
1425,400000,3.0,80.0,"Castilla 124, Viña Del Mar, Chile,..."
1428,700000,2.0,65.0,"Cochoa, Reñaca, Viña Del Mar"
1429,790000,3.0,80.0,"Costa De Montemar Sn, Costas De Mo..."
1430,400000,1.0,35.0,"Álvarez 900 - 1200, Viña Del Mar, ..."
1431,370000,3.0,72.0,"Avenida Los Carrera & Lautaro, Qui..."
1433,600000,3.0,75.0,"Agua Santa 1400, 2581777 Valparaís..."
1435,450000,2.0,55.0,"Frente Santa Isabel Concon, Concón"
1436,550000,2.0,68.0,"Arenales 1 - 300, Concón, Chile, C..."
1437,800000,3.0,95.0,"Costas De Montemar, Concón"
1438,490000,1.0,45.0,"Mirador Norte 600 - 900, Concón, C..."
1439,500000,3.0,75.0,"Canal Beagle, Viña Del Mar"
1440,450000,2.0,55.0,"Frente Santa Isabel Concon, Concón"
1441,550000,2.0,68.0,"Arenales 1 - 300, Concón, Chile, C..."
1442,800000,3.0,95.0,"Costas De Montemar, Concón"
1443,490000,1.0,45.0,"Mirador Norte 600 - 900, Concón, C..."
1444,500000,3.0,75.0,"Canal Beagle, Viña Del Mar"
1445,370000,3.0,58.0,"Las Acacias, Peñablanca, Peñablanc..."
1446,350000,3.0,54.0,Condominio Lomas De Rukán - Avenid...
1447,360000,2.0,60.0,"Placeres, Valparaíso, Chile, Cerro..."
1448,600000,2.0,55.0,"Las Perlas, Reñaca, Viña Del Mar"
1450,600000,2.0,72.0,"Litorina 210, Reñaca, Viña Del Mar"
1451,630000,2.0,56.0,"Arenales 196, Concón, Chile, Costa..."
1452,580000,2.0,64.0,"Av Reñaca, Concón, Valparaíso, Chi..."
1453,370000,3.0,60.0,"Irma Johnson Molina 1 - 300, Quilp..."
1454,800000,3.0,80.0,"Los Lilenes, Concón, Chile, Higuer..."
1455,360000,2.0,45.0,Avda Cardenal Samore/curauma/valpa...
1456,250000,2.0,42.0,"Lago Las Torres 1 - 300, Quilpué, ..."
1457,790000,3.0,82.0,"Escriva De Balaguer, Montemar, Con..."
1458,650000,2.0,70.0,"Rtda Avda Los Sargazos, Viña Del M..."
1459,450000,3.0,79.0,"Avenida Cardenal Samoré 1246, Plac..."
1460,400000,2.0,42.0,"Frankfurt 1134, Valparaíso, Chile,..."
1461,500000,2.0,60.0,"Atlántico 3900 - 4200, Valparaíso,..."
1463,460000,1.0,40.0,"Balmaceda Sn, Reñaca, Viña Del Mar"
1464,340000,2.0,41.0,"Pasaje Porvenir 1211, Marga Marga,..."
1466,500000,3.0,58.0,Arriendo Hermoso Y Comodo Depto En...
1467,570000,2.0,57.0,Arriendo Departamento A Pasos Metr...
1468,1200000,3.0,90.0,"Avenida Blanca Estela 900 - 1200, ..."
1469,420000,1.0,38.0,"Los Romeros - Los Manantiales, Con..."
1470,870000,3.0,80.0,"Av Edmundo Eluchans 2700 - 3000, V..."
1472,420000,2.0,60.0,"Eleuterio Ramírez 1199, Quilpué, C..."
1474,350000,2.0,70.0,"Calle Heraldo Orrego 3201, Quilpué..."
1476,1200000,3.0,92.0,"Av. Borgoño 19200, Concón, Chile, ..."
1478,420000,2.0,50.0,"Portal Santo Domingo, San Antonio"
1479,700000,3.0,90.0,"Avenida Parque Norte 400, Algarrob..."
1481,430000,1.0,37.0,"Isla Picton Parque Mirador 3, Cana..."
1482,400000,2.0,42.0,"Cerro Placeres, Cerro Placeres, Va..."
1483,430000,3.0,64.0,"Frente Colegio Villa Monte, Agua S..."
1484,550000,2.0,55.0,"Viana 1635, Viña Del Mar, Chile, V..."
1486,400000,1.0,30.0,"Reñaca Norte, Concón, Chile, Reñac..."
1487,590000,1.0,56.0,"Reñaca Norte, Concón, Chile, Reñac..."
1488,430000,1.0,37.0,"Isla Picton Parque Mirador 3, Cana..."
1489,400000,2.0,42.0,"Cerro Placeres, Cerro Placeres, Va..."
1490,430000,3.0,64.0,"Frente Colegio Villa Monte, Agua S..."
1491,550000,2.0,55.0,"Viana 1635, Viña Del Mar, Chile, V..."
1493,400000,1.0,30.0,"Reñaca Norte, Concón, Chile, Reñac..."
1494,590000,1.0,56.0,"Reñaca Norte, Concón, Chile, Reñac..."
1495,370000,1.0,40.0,(kuc11534) Mirador Placeres Amobla...
1496,460000,3.0,60.0,"Pje. Uno 15, Viña Del Mar, Valpara..."
1497,450000,1.0,40.0,Arriendo Dpto Amoblado En Concón D...
1498,4550,3.0,90.0,"Los Sargazos 1515, Viña Del Mar, C..."
1499,580000,3.0,77.0,"Montemar, Concón"
1500,600000,3.0,75.0,"Reñaca, Viña Del Mar"
1501,468000,3.0,60.0,"Mirasol, Mirasol, Algarrobo"
1502,700000,2.0,68.0,Avenida Borgoño Viña Del Mar 25400...
1503,230000,2.0,45.0,"Cumming 1770, 2430000 Quilpué, Val..."
1504,370000,3.0,59.0,"Borinquén, Viña Del Mar"
1505,380000,3.0,59.0,"C. Concordia 63, 2.2407e+06 - 2.24..."
1506,280000,2.0,65.0,"Calle Las Lomas, Quilpué, Chile, Q..."
1507,550000,2.0,65.0,"P. Mackenna, 0, Forestal, Viña Del..."
1508,720000,3.0,95.0,"Bosques De Montemar, Reñaca, Viña ..."
1509,500000,2.0,70.0,"Cuarta  Sn, Frodden, Quilpué"
1510,850000,3.0,84.0,"Avenida Edmundo Eluchans 2805, Viñ..."
1511,1200000,3.0,95.0,"Avenida Edmundo Eluchans 2255, Viñ..."
1514,1000000,2.0,76.0,"Entrelomas 1 - 300, Concón, Chile,..."
1515,500000,1.0,35.0,"Calle Arenales, Concon., Costas De..."
1516,640000,2.0,60.0,"Entrelomas 600, Concón, Chile, Cos..."
1518,800000,2.0,80.0,"Arenales 535, Concón, Chile, Costa..."
1519,580000,2.0,64.0,"Vía Halímeda 1500 - 1800, Viña Del..."
1520,640000,2.0,61.0,"Liquidambar 491, Concón, Chile, Mo..."
1521,420000,1.0,35.0,"Amoblado | Comodidad | Recreo, Rec..."
1522,530000,2.0,65.0,"Las Pimpinelas 600 - 900, Concón, ..."
1523,620000,3.0,78.0,"Avenida Jardines De Reñaca, Viña D..."
1525,295000,3.0,56.0,"Mirador De Reñaca, Reñaca Alto, Vi..."
1529,1000000,2.0,84.0,"Avenida Edmundo Eluchans, Viña Del..."
1530,370000,1.0,35.0,"Se Arrienda Departamento Amoblado,..."
1531,495000,3.0,75.0,"Camino Del Sol, Quilpué, Marga Mar..."
1532,870000,3.0,80.0,"Av. Costa De Montemar 1 - 300, Val..."
1533,345000,3.0,50.0,"Concon, Montemar, Concón"
1534,390000,1.0,40.0,"Atlántico 4004, Viña Del Mar, Chil..."
1535,540000,2.0,67.0,Centrico | Comodidad | Viña Del Ma...
1536,495000,3.0,75.0,"Camino Del Sol, Quilpué, Marga Mar..."
1537,870000,3.0,80.0,"Av. Costa De Montemar 1 - 300, Val..."
1538,345000,3.0,50.0,"Concon, Montemar, Concón"
1539,390000,1.0,40.0,"Atlántico 4004, Viña Del Mar, Chil..."
1540,540000,2.0,67.0,Centrico | Comodidad | Viña Del Ma...
1541,650000,3.0,62.0,"Ibsen 235, Valparaíso, Chile, Valp..."
1542,750000,3.0,77.0,"Puyai, Punta Puyai, Papudo"
1544,650000,2.0,45.0,Arriendo Dpto Hermosa Vista Al Mar...
1545,850000,3.0,79.0,"Reñaca, Viña Del Mar"
1546,670000,2.0,68.0,"Costas De Montemar, Concón"
1547,370000,2.0,43.0,"Frankfurt, Valparaíso, Chile, Valp..."
1548,530000,2.0,40.0,"Plaza Santa Inés, Santa Inés, Viña..."
1552,600000,2.0,54.0,"Av. Costa De Montemar 112, 2520000..."
1553,425000,2.0,54.0,"Diego Portales 18, Quillota, Chile..."
1554,800000,3.0,75.0,"Costa De Montenar, Costas De Monte..."
1555,580000,2.0,64.0,"Sendero Norte 115, Viña Del Mar, C..."
1557,750000,3.0,85.0,"Avenida Jardines De Reñaca 50, Viñ..."
1558,360000,2.0,44.0,"Castilla-gómez Carreño, Viña Del M..."
1559,430000,1.0,36.0,"Las Pimpinelas 1164, Concón, Chile..."
1561,675000,3.0,76.0,"Avenida Manantiales 1325, Concón, ..."
1562,290000,3.0,50.0,"Pasaje Quillagua & Parinacota, Qui..."
1563,550000,1.0,33.0,"Reñaca Norte 1 - 300, Concón, Viña..."
1565,550000,2.0,60.0,"Avenida Borgoño 20500, Concón, Chi..."
1566,550000,3.0,75.0,"Liagora 420, Viña Del Mar, Chile, ..."
1567,350000,1.0,45.0,"Leonidas Valenzuela, Valparaíso, C..."
1568,450000,3.0,74.0,Avenida Santa Teresa De Los Andes ...
1569,650000,2.0,80.0,"Arenales 535, Concón, Chile, Costa..."
1570,850000,2.0,85.0,"Avenida Cornisa 500, Concón, Chile..."
1572,420000,1.0,42.0,"Costa Montemar, Costas De Montemar..."
1573,610000,3.0,70.0,"Santa Inés, Viña Del Mar"
1574,330000,2.0,40.0,"Lago Las Torres 60, Quilpué, Chile..."
1575,570000,2.0,60.0,"Departamento 804, Costas De Montem..."
1576,690000,2.0,70.0,"Pedro Mackena 700 Viña Del Mar, Fo..."
1577,660000,2.0,47.0,"Reñaca, Viña Del Mar"
1578,650000,3.0,70.0,"Pte Casino/von Schroeder, Centro D..."
1579,480000,2.0,70.0,"Gregorio Marañon 275, Viña Del Mar..."
1580,900000,3.0,75.0,"Av Reñaca, Concón, Valparaíso, Chi..."
1581,400000,3.0,48.0,"Los Aromos 1345, Villa Alemana, Ch..."
1582,450000,1.0,42.0,"Vicuña Mackena, Reñaca, Viña Del M..."
1583,650000,2.0,74.0,"Las Pimpinelas 600 - 900, Concón, ..."
1584,650000,3.0,70.0,"Pte Casino/von Schroeder, Centro D..."
1585,480000,2.0,70.0,"Gregorio Marañon 275, Viña Del Mar..."
1586,900000,3.0,75.0,"Av Reñaca, Concón, Valparaíso, Chi..."
1587,400000,3.0,48.0,"Los Aromos 1345, Villa Alemana, Ch..."
1588,450000,1.0,42.0,"Vicuña Mackena, Reñaca, Viña Del M..."
1589,650000,2.0,74.0,"Las Pimpinelas 600 - 900, Concón, ..."
1590,335000,3.0,47.0,"Lago Las Torres, Quilpué., Los Pin..."
1591,500000,1.0,55.0,"Diego Portales 449, Valparaíso, Ch..."
1592,300000,1.0,48.0,"Hanga Roa 1 - 300, Valparaíso, Chi..."
1594,600000,2.0,65.0,"Calle Del Sol 85, Concón, Chile, C..."
1595,300000,2.0,50.0,"Mirador De Reñaca-viña Del Mar, Re..."
1596,350000,3.0,45.0,"Los Andes, Chile, Centro De Los An..."
1597,800000,3.0,1.0,"Reñaca, Viña Del Mar"
1598,420000,2.0,60.0,"Avenida Playa Ancha 925, Valparaís..."
1599,450000,3.0,62.0,"Lomas Del Bosque 185, Valparaíso, ..."
1601,950000,3.0,95.0,"Entrelomas 50, Concón, Chile, Cost..."
1602,400000,2.0,50.0,"Los Ingleses, Valparaíso"
1603,600000,4.0,77.0,"Cerro Barón, Cerro Larraín - Polan..."
1605,600000,2.0,50.0,"Av Edmundo Eluchans 1800 - 2100, V..."
1606,500000,3.0,60.0,"Avenida Lomas De La Luz, Condomini..."
1608,600000,2.0,55.0,"Viña Centro, Centro De Viña Del Ma..."
1610,800000,3.0,75.0,"Edmundo Eluchans, Reñaca, Viña Del..."
1611,390000,2.0,43.0,"Se Arrienda Departamento Amoblado,..."
1612,630000,2.0,53.0,"Av Reñaca, Concón, Valparaíso, Chi..."
1613,700000,3.0,87.0,"Jardín Del Mar, Reñaca, Viña Del M..."
1614,390000,1.0,45.0,"San Guillermo  941, Cerro Placeres..."
1616,435000,2.0,56.0,"Hermanos Clark 300 - 600, Los Ande..."
1618,750000,3.0,85.0,"Los Pellines 900 - 1200, Concón, C..."
1619,450000,1.0,38.0,Departamento Amoblado/reñaca/gto C...
1620,350000,3.0,61.0,"Navio San Martín , Valparaíso (cvd..."
1621,700000,2.0,60.0,"Avenida Cornisa 900, Concón, Chile..."
1622,500000,2.0,57.0,"Eleuterio Ramírez 1147, Quilpué, C..."
1623,400000,3.0,61.0,"Lomas De Limache, Limache, Limache..."
1624,650000,3.0,65.0,"A Pasos Del Metro, Centro De Viña ..."
1625,390000,3.0,58.0,"Parque Los Ingleses Valparaiso, Va..."
1626,600000,2.0,60.0,Arriendo Depto. 2 Dorm - 2 Baños -...
1627,560000,1.0,45.0,"Las Golondrinas 1500 - 1800, Viña ..."
1628,330000,3.0,60.0,"Centro De Quillota, Quillota"
1629,580000,2.0,62.0,"Costas De Montemar, Concón"
1630,380000,3.0,56.0,"San Felipe, Chile, Centro De San F..."
1631,750000,4.0,90.0,Concón
1632,390000,3.0,58.0,"Parque Los Ingleses Valparaiso, Va..."
1633,600000,2.0,60.0,Arriendo Depto. 2 Dorm - 2 Baños -...
1634,560000,1.0,45.0,"Las Golondrinas 1500 - 1800, Viña ..."
1635,330000,3.0,60.0,"Centro De Quillota, Quillota"
1636,580000,2.0,62.0,"Costas De Montemar, Concón"
1637,380000,3.0,56.0,"San Felipe, Chile, Centro De San F..."
1638,750000,4.0,90.0,Concón
1639,450000,2.0,69.0,"Eduardo Titus 300 - 600, Viña Del ..."
1642,850000,3.0,88.0,"Costa De Montemar, Costas De Monte..."
1643,380000,2.0,40.0,Camino Los Ingleses Cerro Delicias...
1644,650000,2.0,52.0,"Av San Fernando, Montemar, Concón"
1645,600000,2.0,55.0,"Subida El Encanto, Viña Del Mar, C..."
1646,680000,2.0,65.0,"Calle Del Sol 1 - 300, Concón, Chi..."
1647,700000,2.0,77.0,"General Bulnes, Viña Del Mar, Chil..."
1648,620000,2.0,50.0,Avenida Edmundo Eluchans 1800 - 21...
1651,900000,3.0,90.0,"Vergara 100, Concón, Chile, Los Ro..."
1652,620000,2.0,49.0,"Diecinueve De Junio 1571, Viña Del..."
1653,460000,3.0,60.0,"Eduardo Titus 300 - 600, Viña Del ..."
1654,390000,3.0,63.0,"Av. Los Carrera 01718, 2420731 Qui..."
1655,610000,3.0,69.0,"Rio Imperial, Montemar, Concón"
1656,430000,2.0,56.0,"Jardines De Paso Hondo 2330, Quilp..."
1659,360000,1.0,32.0,"Morris 776, Valparaíso, Chile, Cer..."
1660,600000,3.0,84.0,"El Retiro - Zoológico, Quilpué"
1661,640000,2.0,56.0,Excelente  Linda Vista  - Costa De...
1662,390000,1.0,40.0,"Mariana De Osorio 2250, 2330540 Ma..."
1663,800000,2.0,90.0,"Av. Costa De Montemar 300 - 600, C..."
1664,750000,2.0,63.0,"Arenales, Concón, Chile, Costas De..."
1665,520000,3.0,72.0,"Plaza Conquista, Cerro Placeres, V..."
1666,430000,3.0,73.0,"Curauma, Curauma, Valparaíso"
1667,620000,3.0,72.0,"Avenida Maritima, Papudo, Chile, P..."
1669,1200000,3.0,75.0,"Av. Borgoño 19040, Concón, Valpara..."
1670,350000,2.0,47.0,"Navío San Martín, Condominio Vista..."
1671,600000,2.0,74.0,"Costa De Montemar, Costas De Monte..."
1672,550000,2.0,61.0,Arriendo Año Corrido Depto 2d-2b C...
1673,600000,3.0,85.0,"Agua Santa, Viña Del Mar, Agua San..."
1674,650000,3.0,80.0,Arriendo Departamento Amoblado En ...
1675,600000,1.0,80.0,Loft 1d2b  2 Pisos Reñaca Norte / ...
1676,600000,2.0,45.0,"Costas De Montemar, Concón"
1679,500000,3.0,85.0,Amplio Depto A Pasos Pucv Casa Cen...
1680,600000,1.0,80.0,Loft 1d2b  2 Pisos Reñaca Norte / ...
1681,600000,2.0,45.0,"Costas De Montemar, Concón"
1684,500000,3.0,85.0,Amplio Depto A Pasos Pucv Casa Cen...
1685,280000,1.0,18.0,"Arriendo Dpto Estudio !! $280.000,..."
1686,330000,3.0,60.0,"Reñaca Alto, Viña Del Mar"
1687,565000,2.0,52.0,"Costa De Montemar, Costas De Monte..."
1688,1200000,2.0,89.0,"5 - 1/2 Poniente 151, Valparaíso, ..."
1689,745000,2.0,92.0,"Avenida Edmundo Eluchans 2105, Viñ..."
1691,600000,1.0,50.0,"Avenida Costa De Montemar, Concón,..."
1692,850000,3.0,69.0,"Entrelomas 110, Concón, Chile, Cos..."
1693,550000,1.0,34.0,"Reñaca Norte, Reñaca, Viña Del Mar"
1694,300000,1.0,24.0,"Las Brisas Algarrobinas, Centro De..."
1695,590000,2.0,72.0,"Las Pimpinelas 765, Concón, Chile,..."
1697,660000,2.0,63.0,"Costa De Montemar, Costas De Monte..."
1698,870000,2.0,58.0,"Costas De Montemar, Concón"
1700,390000,2.0,40.0,"Chirimoyo, Valparaíso, Chile, Cerr..."
1701,400000,2.0,66.0,"Cuarta 600 - 900, Quilpué, Chile, ..."
1702,650000,4.0,95.0,"Mantagua, Concón, Chile, Higuerill..."
1704,530000,3.0,75.0,"Los Pinos 937, Valparaíso, Chile, ..."
1705,220000,3.0,15.0,"Av. Del Mar 4200 - 4500, Puchuncav..."
1706,650000,2.0,58.0,"Arlegui, Centro De Viña Del Mar, V..."
1708,630000,2.0,53.0,"Las Cinerarias 300 - 600, Viña Del..."
1710,520000,2.0,45.0,"Costas De Montemar, Costas De Mont..."
1711,360000,2.0,60.0,"Almirante Riveros 218, Valparaíso,..."
1712,850000,2.0,82.0,Exclusivo Dúplex  2d + 2b + 2e + 2...
1714,430000,1.0,40.0,"Costa De Montemar 394, Costas De M..."
1715,660000,3.0,65.0,"Cerro Placeres, Valparaíso"
1716,490000,1.0,47.0,"Avenida Costa De Montemar 1 - 300,..."
1717,530000,3.0,70.0,"Cerró Las Delicias, Valparaíso"
1718,900000,3.0,83.0,"Reñaca, Viña Del Mar"
1719,650000,2.0,91.0,"Las Pelargonias, Concón, Chile, Mo..."
1720,500000,1.0,45.0,"Calle Central, Concón, Chile, Conc..."
1721,350000,2.0,50.0,"Carlos Condell 478, Villa Alemana,..."
1723,900000,3.0,75.0,"Reñaca Norte 1 - 300, Concón, Viña..."
1725,1200000,3.0,90.0,"14 Norte Sn, Libertad, Viña Del Mar"
1726,300000,2.0,55.0,"Estero Maitenlague 931, Reñaca Alt..."
1727,460000,1.0,47.0,"Con Con, Valparaíso, Chile, Valpar..."
1729,900000,3.0,75.0,"Reñaca Norte 1 - 300, Concón, Viña..."
1731,1200000,3.0,90.0,"14 Norte Sn, Libertad, Viña Del Mar"
1732,300000,2.0,55.0,"Estero Maitenlague 931, Reñaca Alt..."
1733,460000,1.0,47.0,"Con Con, Valparaíso, Chile, Valpar..."
1734,650000,3.0,70.0,"Av. La Marina, Centro De Viña Del ..."
1735,640000,2.0,61.0,"Los Liquidambar 400, Concón, Chile..."
1736,560000,2.0,54.0,"Las Pelargonias, Concón, Chile, Mo..."
1737,720000,2.0,94.0,Avenida Edmundo Eluchans 1800 - 21...
1738,270000,1.0,32.0,"Avenida Valparaíso 3000, Villa Ale..."
1739,360000,2.0,63.0,"Epsilon 1500 - 1800, Quilpué, Chil..."
1740,500000,2.0,56.0,"Camino Troncal 2300, Villa Alemana..."
1741,500000,2.0,70.0,"Entrelomas 300 - 600, Concón, Chil..."
1742,710000,3.0,90.0,"Diego Portales, Agua Santa, Viña D..."
1743,500000,3.0,4.0,"Marga Marga, Los Pinos, Quilpué"
1744,390000,3.0,65.0,"Williamson 300 - 600, Villa Aleman..."
1745,720000,3.0,75.0,"Von Schroeders Pasado Alvares, Agu..."
1746,370000,3.0,55.0,"Navío San Martín 300 - 600, Valpar..."
1747,500000,3.0,65.0,"Canal Beagle, Viña Del Mar"
1748,580000,1.0,50.0,"Reñaca, Viña Del Mar"
1749,195000,3.0,98.0,"Hotel Marbella Resort, Centro De P..."
1750,690000,2.0,54.0,"Avenida Concón Reñaca 4357, Concón..."
1752,780000,2.0,90.0,"Av Edmundo Eluchans, Viña Del Mar,..."
1753,600000,2.0,56.0,"Av. Cornisa 600 - 900, Concón, Chi..."
1754,670000,2.0,49.0,"Entrelomas, Concón, Chile, Costas ..."
1755,285000,2.0,52.0,"Calle Mozart 2400 - 2700, Villa Al..."
1756,498700,2.0,60.0,"Arriendo Bonito Depto En Horcón, P..."
1757,420000,3.0,1.0,"A-407 - Lago Bertrand, Quilpue, Lo..."
1758,600000,2.0,60.0,"Arenales 196, Costas De Montemar, ..."
1759,550000,2.0,50.0,"Av. Rio Aconcagua 1 - 300, Concón,..."
1760,410000,1.0,28.0,"Montemar, Concón"
1763,360000,1.0,45.0,"Doce De Febrero, Viña Del Mar, Chi..."
1764,640000,2.0,72.0,"Avenida Costa De Montemar, Costas ..."
1765,630000,2.0,60.0,"Arenales 196, Concón, Valparaíso, ..."
1766,360000,2.0,43.0,"Lago Las Torres 228, Quilpué, Chil..."
1768,450000,3.0,80.0,Canal Kirke Cercano Universidad Sa...
1769,580000,2.0,64.0,"Av Reñaca, Concón, Valparaíso, Chi..."
1770,480000,3.0,72.0,"Isla Picton 1 - 300, Viña Del Mar,..."
1771,650000,2.0,67.0,"Costas De Montemar, Concón"
1772,750000,3.0,85.0,"Avenida Francisco Soza Cousiño, Co..."
1773,320000,2.0,51.0,"Pasaje Porvenir 1255, Villa Aleman..."
1774,500000,2.0,69.0,Santa Inés Cercano A Avda Alessand...
1775,550000,3.0,90.0,Departamento 3 Dormitorios Amoblad...
1776,480000,3.0,72.0,"Isla Picton 1 - 300, Viña Del Mar,..."
1777,650000,2.0,67.0,"Costas De Montemar, Concón"
1778,750000,3.0,85.0,"Avenida Francisco Soza Cousiño, Co..."
1779,320000,2.0,51.0,"Pasaje Porvenir 1255, Villa Aleman..."
1780,500000,2.0,69.0,Santa Inés Cercano A Avda Alessand...
1781,550000,3.0,90.0,Departamento 3 Dormitorios Amoblad...
1782,630000,2.0,68.0,"Arenales 156, Concón, Chile, Costa..."
1783,600000,2.0,55.0,"Edmundo Eluchans, Reñaca, Viña Del..."
1784,500000,2.0,55.0,"Gomez Carreño, Gómez Carreño, Viña..."
1786,550000,3.0,75.0,"Parque Mantagua, Quintero, Chile, ..."
1788,580000,2.0,30.0,"Reñaca Norte, Concón, Chile, Reñac..."
1789,650000,2.0,51.0,"Las Cinerarias 300 - 600, Viña Del..."
1790,570000,2.0,72.0,"Vicuña Mackenna 300 - 600, Viña De..."
1791,550000,3.0,85.0,"Padre René Pienoví, Recreo, Viña D..."
1793,680000,2.0,80.0,"Edmundo Eluchans  1500, Reñaca, Vi..."
1794,350000,2.0,50.0,"Limache Viejo, Limache"
1796,480000,1.0,36.0,"2 Poniente 1 - 300, Viña Del Mar, ..."
1797,390000,2.0,65.0,"Los Pinos 900 - 1200, Valparaíso, ..."
1799,450000,2.0,50.0,"Pelle 80, Valparaíso, Chile, Cerro..."
1800,490000,1.0,42.0,"Costa Montemar, Costas De Montemar..."
1801,500000,2.0,70.0,"Jardín Del Mar, Viña Del Mar"
1802,630000,2.0,75.0,Avenida Edmundo Eluchans 1800 - 21...
1803,680000,2.0,65.0,"Calle Del Sol 1 - 300, Concón, Chi..."
1805,480000,2.0,48.0,Arriendo Dpto Cerro Placeres Cerca...
1806,400000,1.0,32.0,Viña Del Mar
1807,520000,2.0,55.0,"Altamirano 2769, Valparaíso, Chile..."
1809,400000,2.0,53.0,"Diego Portales, Quillota, Chile, L..."
1810,450000,3.0,74.0,Avenida Santa Teresa De Los Andes ...
1812,400000,3.0,65.0,"Chacabuco 960, Centro De Quillota,..."
1813,450000,1.0,40.0,"Costas De Montemar, Concón"
1814,700000,2.0,68.0,"Avenida Cornisa 608, Concón, Chile..."
1815,500000,2.0,67.0,"Los Andes, Chile, Centro De Los An..."
1816,570000,2.0,58.0,"Edificio Medano - Los Prunos 400, ..."
